num_mules,sample_length,samples_per_batch,batch_period_min,batch_period_max
20,128,781,60.0,600.0
mule_id,batch_time
0,337.6560214563752
0,766.9812099956321
0,1276.7020991773225
0,1376.528746799285
0,1774.3270942972695
0,1935.258583128444
0,2487.6708983783224
0,2766.6608967066827
0,3090.868069246812
0,3390.815381433872
0,3896.4040893068454
0,4370.366237263214
0,4754.400009834461
0,5292.264734508751
0,5474.632595253693
0,5852.046818822215
0,6205.468668388461
0,6303.369543530682
1,348.8747476380303
1,436.536886722321
1,725.5300342540087
1,905.2170431659766
1,1376.7944939394795
1,1722.6287197160502
1,2026.4891882087259
1,2393.860248524694
1,2494.6632950570497
1,2961.4352052614026
1,3489.253736089383
1,3953.026018129818
2,399.21452752498794
2,461.3936987966585
2,568.2695124436292
2,639.6363552629523
2,1021.8260115060011
2,1376.9284911978873
2,1572.4624540223283
2,2059.7599499214625
2,2210.753664217183
2,2488.6116445345424
2,2761.6905666007688
2,3290.595372071193
2,3350.6496076385365
2,3725.0081727258407
3,424.1590739915737
3,851.8417272320967
3,946.962406271854
3,1085.6523508071418
3,1457.5649708879905
3,1903.1209849398106
3,2077.626664388899
3,2585.953106312921
3,2746.8262967237188
3,2932.3545371395808
3,3035.389064774695
3,3194.548567222334
3,3479.1766449693596
3,3627.6451043448837
3,3995.4808695636484
3,4456.811604779425
4,230.34487119602346
4,557.262549583394
4,833.9300054190046
4,962.9152673508909
4,1071.7791639481716
4,1610.0272223637767
4,1689.85775585462
4,2026.1190034476947
4,2231.574100251405
4,2770.4031133921744
4,3033.236567407921
4,3202.4669924871678
4,3708.4530686809862
4,4000.6112385415067
5,185.7391330890984
5,565.4015755375905
5,724.1667023300168
5,1266.678080321827
5,1628.203693464578
5,1931.2629904669539
5,2094.386539775801
5,2245.389460449846
5,2465.821201307978
5,2694.550495057827
5,3031.4428371574586
5,3215.432098864981
5,3591.1855586219385
6,528.5628647817674
6,667.1297517066391
6,1140.1441485269866
6,1526.1875307187756
6,1776.6833329544943
6,2149.089780021793
6,2653.239936525636
6,2742.443346408907
6,3185.552209221156
6,3728.81569236619
6,3923.7791455031333
7,225.90167396566403
7,317.827496356129
7,446.3653710171292
7,830.5153561269528
7,1391.4032203354884
7,1538.1637728159205
7,1997.7520228884468
7,2350.3852985864846
7,2553.8385308234997
7,2845.725515098287
7,3196.9272968806836
7,3628.0887979233053
7,3826.0422352049245
7,4142.845755699986
8,540.8512071588775
8,693.4468638206565
8,984.746976211285
8,1446.1144852031732
8,1916.8934136988628
8,2191.745621248169
8,2458.5869369693646
8,2776.745051396711
8,2988.5952863881857
8,3366.5546683732036
8,3763.7159902734115
8,4066.7160852188977
8,4366.248990367272
8,4483.029533963601
8,5001.5976989285
8,5401.169545443061
8,5574.112123289892
8,6149.773864270941
8,6564.808411424153
8,6943.287959476341
9,363.99914483263194
9,908.8149884222597
9,1489.7938728154872
9,1682.6879009265322
9,2107.2998962154925
9,2216.729698142695
9,2584.0688552695383
9,3056.52235543832
9,3239.2759869458555
9,3702.4592908819045
9,4301.617556414916
9,4529.704676208574
9,4837.787001928308
9,5424.954616703407
9,5940.687400018234
9,6421.222890903679
9,6839.4016378653105
10,169.28900194030336
10,566.7467330240751
10,896.8570573246654
10,1095.0338344188524
10,1318.2079769814954
10,1596.2904997148303
10,1697.2480677852236
10,1775.3770162686556
10,2308.8388751227444
10,2739.075930416871
10,2935.548838394746
10,3134.4779390508193
10,3520.56004979078
10,3755.355124496093
11,354.61708224019117
11,544.7803946618817
11,1071.0132495630519
11,1611.0960344003124
11,2050.818573977722
11,2358.4613599006398
11,2812.0887248541876
11,2994.6940426412257
11,3465.9883007820263
11,3930.8979901078437
11,4281.868237120817
11,4850.895170909926
11,5217.986316644151
11,5534.897717612586
11,5998.522786211059
11,6510.480147256877
11,6759.487626613148
11,7107.8190712128835
11,7320.400021999196
11,7495.310299755479
12,475.6665281349531
12,739.3716096509529
12,924.9053664426494
12,1516.4928653584248
12,1814.0535396341547
12,1905.5047529006201
12,2350.0529885047804
12,2452.137374461393
12,2818.2560058084405
12,3228.420166179074
12,3598.620689801136
13,345.9109983796309
13,677.0910943740796
13,849.2575653018744
13,1260.594782685173
13,1401.9411622822954
13,1525.880557642284
13,1670.6850640378225
13,2107.4603739768145
13,2281.2050574422074
13,2601.578825193647
13,2700.909633941606
13,3279.975899036724
13,3483.39354196404
13,3988.0469973308254
13,4521.696887840826
13,4777.323399768319
13,5286.9948842976155
13,5557.5975246763555
14,161.90203679993058
14,671.0842570031438
14,876.2147064251038
14,1276.7954055909752
14,1660.1721662843022
14,2186.261306350337
14,2295.7264177180796
14,2532.69190655356
14,2961.2184340327144
14,3220.8787360406673
14,3587.689078797788
14,3686.9376965714537
15,305.98674850726286
15,411.90593143462985
15,980.6680230559441
15,1480.2575406248438
15,1589.0454674508035
15,1944.2090709259073
15,2005.1689703764325
15,2489.6406256798255
15,2894.0108740880924
15,3407.0590960237428
15,3572.6331739125308
15,3847.632230713827
16,448.9724788385829
16,884.2438911723161
16,1209.5820948689843
16,1423.8670416018724
16,1848.203077224262
16,2442.227606823817
16,2539.6484843159237
16,2894.750938899635
16,3227.826933250126
16,3680.912867307701
16,4244.769652296297
16,4445.090044281522
16,4670.1901099798615
16,5127.0720603117725
16,5695.095072615974
16,6083.562929909213
17,520.5460397382494
17,706.2821955229583
17,1157.8877499824696
17,1555.7301810163133
17,1980.1389636877527
17,2091.528527291821
17,2639.948877975708
17,3014.6022052409076
17,3252.3962181855172
17,3665.5842608640364
17,3913.1142626794554
17,4054.8308377050334
17,4254.7566858879145
17,4580.285794825799
17,5038.429512076863
17,5231.248711510209
17,5573.294503594027
18,571.4294234277578
18,666.2363519425751
18,740.0058434949251
18,1006.1434412357671
18,1174.0780147625953
18,1581.247874022184
18,1764.634012072286
18,2159.24069905187
18,2688.743691676321
18,2808.3689313747122
18,3144.4097540315397
18,3220.0651908163877
18,3662.0978676244913
19,148.06662424835287
19,548.5425855750188
19,628.807890188641
19,1202.3577151209217
19,1495.9270107379905
19,1618.0978135945193
19,2043.3440097419734
19,2582.499255039346
19,2787.1802169665816
19,3075.5638541157573
19,3602.038553749432
19,4065.6762380357573
19,4343.845720142845
19,4585.488739545672
