num_mules,sample_length,samples_per_batch,batch_period_min,batch_period_max
40,128,781,60.0,600.0
mule_id,batch_time
0,120.92846869184086
0,432.35170232534097
0,915.2403014581082
0,1453.420266257076
0,2039.5578323188033
0,2556.526180509374
0,2952.158309126956
0,3464.996012948978
0,3659.2102302281123
0,4049.3954154996695
0,4351.0876833680695
0,4496.971164148045
1,269.7326185161293
1,401.26563486723666
1,953.8378236435112
1,1181.6580711536753
1,1257.067956570294
1,1495.370673607072
1,1683.231348172235
1,1898.904192301532
1,1993.269838204585
1,2096.9663221821243
1,2505.323312867563
1,2892.7963546542055
1,3295.6571184976947
1,3542.4804181229947
1,3880.98533840791
2,457.0592013182589
2,852.1924802371811
2,1278.8814552557824
2,1863.7523853698883
2,2067.4190129244967
2,2175.926735862979
2,2541.5403880401864
2,3060.601646382347
2,3644.921758295579
3,288.49418043024
3,440.5557809521672
3,597.2669511910842
3,674.6985786234579
3,788.6970548123694
3,1278.4149687192821
3,1451.5660068716702
3,1723.2495675812552
3,1796.0078479501249
3,1889.8841365168946
3,2271.3597674886732
3,2533.551990295776
3,2799.099989917882
3,3290.7152781269397
3,3522.5608917461
3,3922.995245107307
3,4436.343787951513
3,4757.271307788418
4,251.14566725990858
4,547.2598523552339
4,1086.1336970350171
4,1616.229067085207
4,1849.967516780223
4,2302.1032565272126
4,2622.1035325182384
4,2969.197995259666
4,3423.7127434318604
4,3884.753363402518
5,301.3558315463007
5,684.0484892281956
5,876.827892377017
5,1259.5513156216073
5,1529.4168104085966
5,1614.839903473695
5,2096.9544801933807
5,2190.070824455977
5,2551.6663651669182
5,2823.0204213139095
5,2905.6084618293457
5,2996.6897108865737
5,3100.7376547917893
5,3599.5570241089954
6,328.47385164169134
6,660.312034914921
6,736.9409899990653
6,1327.4329533719006
6,1428.8412001698691
6,2018.031923548208
6,2385.3981212571452
6,2473.6727431215513
6,3053.056413855822
6,3606.1299064686295
7,593.6456765049562
7,1148.1575469310014
7,1738.2997338004407
7,1865.246506932669
7,2025.9254117563742
7,2401.6569823298887
7,2498.6709233149013
7,3001.309471291829
7,3183.2986955903048
7,3448.0372729970086
7,3747.085918594926
7,4217.368744095963
8,413.39040465469947
8,754.6696674730098
8,1325.5445489411263
8,1684.5762492936199
8,2157.762009113896
8,2456.9307736951782
8,2705.8095666868267
8,2821.3477832386925
8,2938.1099992881377
8,3290.0509752004828
8,3483.779500742991
8,3552.148020657837
8,3711.1364127807174
8,4115.822624834533
9,112.06221521978003
9,604.4252319775323
9,669.9167694973593
9,865.2941447795648
9,1315.4500584240914
9,1432.250467063363
9,1979.2109326366262
9,2428.991429546389
9,2966.7313812947923
9,3129.6088929497973
9,3451.8352255174095
9,3992.065845334244
9,4201.459588105218
9,4391.477143144015
9,4737.09330677509
10,540.1362924708571
10,1135.2822844891305
10,1410.1597512654523
10,1631.5972123542874
10,2003.7297039866592
10,2547.997245710345
10,2714.965621554325
10,3267.164435560246
10,3386.7045090295574
10,3902.3359466422794
11,109.3141695656661
11,267.25959247779235
11,823.9027880325749
11,1306.6861510980766
11,1377.6368471465144
11,1836.4486936191845
11,1920.5843963750256
11,2224.3271245948295
11,2666.0492755489263
11,2969.6976485853497
11,3558.070191682735
11,3684.4957699135257
11,3865.9999239913354
11,3993.433871321522
12,165.25320416297956
12,288.6352177950886
12,523.1167616679586
12,1113.5267355694955
12,1203.8906882262831
12,1547.4983949207249
12,2053.734739557218
12,2633.046139686741
12,3035.390494591248
