x (m),y (m),norm_secs (secs),time (days)
797.3662999998196,580.0876000000753,0.0,39584.456875
788.2975999987393,579.7212999997391,2.0000042393803596,39584.4568981482
779.4175999990748,578.7888999998831,4.000000306405127,39584.4569212963
770.5375999994121,577.1239000001442,5.999995744787157,39584.4569444444
762.0238999985086,574.3600000001825,8.000000612810254,39584.4569675926
754.2538999991957,569.5425999998843,9.999996051192284,39584.4569907407
746.6725999997234,564.9250000003412,12.000000919215381,39584.4570138889
740.0125999991869,559.5525999998681,13.99999635759741,39584.457037037
733.5412999984892,553.4476000002942,16.000001225620508,39584.4570601852
728.1688999988037,547.1539000000957,17.999996664002538,39584.4570833333
723.917599998811,540.5049999996882,20.000001532025635,39584.4571064815
720.0325999991546,534.7662999996646,21.999996970407665,39584.4571296296
714.6712999988104,531.4363000001867,24.000001838430762,39584.4571527778
707.0788999999968,529.405000000108,25.999997276812792,39584.4571759259
699.6862999987861,528.4726000002556,28.00000214483589,39584.4571990741
693.0262999998267,526.8075999997272,29.99999758321792,39584.4572222222
684.8899999986006,524.221300000263,32.000002451241016,39584.4572453704
675.8212999990974,522.7339000002321,33.999997889623046,39584.4572685185
666.386299999258,521.8125999997173,36.00000275764614,39584.4572916667
655.8412999990651,522.3675999998959,37.99999819602817,39584.4573148148
643.6312999999209,523.8438999997961,40.00000306405127,39584.457337963
631.9762999993764,524.9650000002766,41.9999985024333,39584.4573611111
624.2062999984882,520.8912999999957,44.0000033704564,39584.4573842593
617.3575999996901,518.4826000002395,45.99999880883843,39584.4574074074
608.2888999986098,518.8599999999169,48.000003676861525,39584.4574305556
599.0425999986091,519.037599999625,49.999999115243554,39584.4574537037
592.2049999991523,516.8175999997111,52.00000398326665,39584.4574768519
588.3199999994958,511.45630000015444,53.99999942164868,39584.4575
588.4975999999933,504.60759999977745,55.99999548867345,39584.4575231481
589.9850000000242,498.13629999987097,57.99999972805381,39584.4575462963
592.3825999996498,490.9212999999436,59.999995795078576,39584.4575694444
594.2363000000169,482.9626000000062,62.000000034458935,39584.4575925926
593.3038999985856,477.6012999996601,63.9999961014837,39584.4576157407
