x (m),y (m),norm_secs (secs),time (days)
799.9969999998029,553.4920000000238,0.0,39920.2468287037
798.3319999992746,553.2699999997967,5.000003054738045,39920.2468865741
797.8879999988185,553.2699999997967,9.999996679835021,39920.2469444444
797.8879999988185,553.2699999997967,13.000003667548299,39920.2469791667
797.2219999989229,553.4920000000238,14.999999105930328,39920.2470023148
778.2409999995216,551.4940000003371,20.000001532025635,39920.2470601852
769.6939999990173,552.2709999999533,25.00000458676368,39920.2471180556
763.9219999993948,552.7149999996218,29.999998211860657,39920.2471759259
756.7069999986816,552.7149999996218,35.000000637955964,39920.2472337963
746.4949999992259,553.159000000076,40.00000369269401,39920.2472916667
728.7349999998987,555.9340000001685,44.999997317790985,39920.247349537
714.1939999987535,557.8210000001382,49.99999974388629,39920.2474074074
696.7669999985847,559.0420000002086,55.0000021699816,39920.2474652778
686.1109999986729,562.704999999638,59.99999642372131,39920.2475231481
680.6719999997858,560.7069999999512,64.99999884981662,39920.2475810185
675.0109999998822,556.600000000064,70.00000127591193,39920.2476388889
671.4589999993841,552.8260000001283,75.00000433064997,39920.2476967593
660.0259999998561,558.0430000003653,79.99999795574695,39920.2477546296
647.4829999999765,566.0349999999053,85.00000038184226,39920.2478125
639.8239999988073,570.0310000000682,90.00000280793756,39920.2478703704
625.2829999992391,574.5819999996202,94.99999706167728,39920.2479282407
611.4079999995683,578.6890000002932,99.99999948777258,39920.2479861111
609.5209999996005,577.5789999999433,105.00000191386789,39920.2480439815
603.0829999985035,565.5910000002368,110.00000496860594,39920.2481018519
602.5279999999038,560.1519999997727,114.99999859370291,39920.2481597222
601.8620000000083,557.4880000001904,120.00000101979822,39920.2482175926
600.5299999986382,533.1790000000437,125.00000344589353,39920.248275463
599.1979999988471,522.1900000001842,129.99999769963324,39920.2483333333
592.4269999985918,515.4189999999289,135.00000012572855,39920.2483912037
588.3199999994958,510.09099999997125,140.00000255182385,39920.2484490741
593.5369999989434,500.32300000018586,144.99999680556357,39920.2485069444
594.8689999987346,490.9990000000653,149.99999923165888,39920.2485648148
591.3169999998154,482.0079999998925,155.00000165775418,39920.2486226852
581.3269999997992,475.68100000009144,160.0000040838495,39920.2486805556
566.4529999994957,475.01500000019587,164.9999983375892,39920.2487384259
548.026999998694,473.2389999999468,170.0000007636845,39920.2487962963
541.2560000000158,470.6860000000852,175.00000318977982,39920.2488541667
530.1559999996462,470.0200000001896,179.99999744351953,39920.248912037
515.2819999993426,472.4620000003342,184.99999986961484,39920.2489699074
503.9599999995353,472.24000000010346,190.00000229571015,39920.2490277778
501.18499999865344,468.90999999983615,194.99999654944986,39920.2490856481
493.6369999987819,466.8009999996393,199.99999897554517,39920.2491435185
483.64699999876575,469.02100000034625,205.00000140164047,39920.2492013889
471.10399999888614,471.2410000002601,210.00000382773578,39920.2492592593
460.2259999995331,475.01500000019587,214.9999980814755,39920.2493171296
448.4599999992697,476.23600000027,220.0000005075708,39920.249375
437.47099999862075,476.346999999987,225.0000029336661,39920.2494328704
429.81199999902856,476.4579999997077,229.99999718740582,39920.2494907407
421.37599999982194,481.89700000017183,234.99999961350113,39920.2495486111
414.493999999846,485.44899999988047,240.00000203959644,39920.2496064815
411.49699999952463,474.23799999979383,245.00000446569175,39920.2496643519
409.83199999899625,468.24399999994057,249.99999871943146,39920.2497222222
410.9419999993497,465.58000000035827,255.00000114552677,39920.2497800926
417.26899999914895,458.3649999996451,260.0000035716221,39920.249837963
413.4949999992132,451.4829999996691,264.9999978253618,39920.2498958333
407.8339999993095,449.04100000031394,270.0000002514571,39920.2499537037
397.62199999985387,446.820999999607,275.0000026775524,39920.2500115741
384.07999999934145,446.37699999993856,279.9999969312921,39920.2500694444
