x (m),y (m),norm_secs (secs),time (days)
785.8999999991138,336.4500000037988,0.0,39463.3393518519
758.1499999997704,317.95000000002983,67.59999978448323,39463.3401967593
747.0499999994026,304.9999999964457,89.59999738353363,39463.3404513889
730.3999999988482,293.8999999960761,108.59999616722635,39463.3406712963
704.5000000358468,284.64999999971405,124.5999980214896,39463.3408564815
665.6500000361339,288.3499999966807,146.59999499189726,39463.3411111111
558.3499999994474,284.64999999971405,214.1999947763805,39463.3419907407
543.5500000368138,277.2499999963147,256.20000270845486,39463.3424768519
523.1999999620002,269.850000003953,323.8000024929381,39463.3443171296
508.3999999993666,258.75000000358705,391.4000022774213,39463.3464351852
517.6499999618154,275.4000000033484,459.0000020619046,39463.3482523148
543.5500000368138,284.64999999971405,482.00000178064516,39463.3485185185
562.0499999617132,275.4000000033484,505.00000149938575,39463.3487847222
575.0,316.0999999960259,548.0000027501519,39463.3492824074
584.2499999624488,340.1499999999796,570.0000003492023,39463.349537037
582.4000000365268,369.75000000332875,595.0000043073233,39463.3498263889
580.5499999986059,397.5000000034597,619.000006145754,39463.3501041667
578.6999999622658,421.5499999963722,640.0000016251142,39463.3503472222
580.5499999986059,451.14999999972133,669.0000058896403,39463.3506828704
584.2499999624488,475.20000000367145,700.0000062211913,39463.3510416667
578.6999999622658,502.95000000380605,719.0000056335267,39463.3512615741
576.850000036342,530.700000003937,740.0000011128869,39463.3515046296
613.849999999713,545.499999999698,764.0000029513177,39463.3517824074
643.4500000369753,547.350000003702,784.0000044833433,39463.3520138889
691.5499999991371,556.600000000064,815.0000048148942,39463.3523726852
700.7999999615859,532.5499999961139,842.0000048400399,39463.3526851852
706.3499999617707,515.8999999963489,864.0000024390903,39463.3529398148
708.1999999996897,491.85000000343643,888.000004277521,39463.3532175926
711.8999999619555,464.1000000040949,910.0000018765714,39463.3534722222
713.7499999998745,412.30000000000655,943.0000064475026,39463.3538541667
722.9999999623233,388.2499999960528,964.0000019268629,39463.3540972222
730.3999999988482,367.9000000001106,981.0000052721736,39463.3542939815
735.949999999033,347.55000000337895,999.0000025648188,39463.3545023148
745.1999999614818,306.8499999996602,1030.000002267727,39463.3548611111
750.7499999616666,277.2499999963147,1051.9999998667774,39463.3551157407
748.9000000357428,256.9000000003689,1064.0000007859928,39463.3552546296
750.7499999616666,225.45000000405707,1082.0000068796364,39463.355462963
791.4499999992986,223.60000000005311,1109.0000069047821,39463.355775463
291.94999999849097,88.54999999635766,1176.6000066892652,39509.5372453704
319.6999999994114,84.85000000018044,1197.6000021686255,39509.5374884259
347.44999999875654,84.85000000018044,1217.600003700651,39509.5377199074
373.34999996175793,84.85000000018044,1237.6000052326767,39509.5379513889
397.3999999988373,86.70000000339496,1252.600004338607,39509.538125
415.90000003573005,101.49999999994179,1281.6000004307775,39509.5384606481
421.45000003591485,116.29999999649226,1304.6000083218737,39509.5387268519
793.3000000356406,403.0500000036445,1372.2000081063568,39522.2301041667
791.4499999992986,419.7000000034095,1389.2000026506691,39522.2303009259
782.2000000368498,449.2999999965032,1420.20000298222,39522.2306597222
