x (m),y (m),norm_secs (secs),time (days)
790.783999999403,330.0490000002428,0.0,39858.1000925926
781.681999998722,330.0490000002428,5.000002426095307,39858.100150463
769.4719999995777,338.7069999996784,9.999996679835021,39858.1002083333
761.2579999998106,340.92700000038167,14.999999105930328,39858.1002662037
752.7109999993063,340.8159999998752,20.000001532025635,39858.1003240741
746.8279999999631,344.03499999963606,24.99999578576535,39858.1003819444
745.2739999991536,345.70000000016444,29.999998211860657,39858.1004398148
743.3869999991857,346.9210000002349,35.000000637955964,39858.1004976852
742.4989999998506,349.807000000048,40.00000306405127,39858.1005555556
743.8309999996418,355.0240000002814,44.999997317790985,39858.1006134259
743.4979999989046,360.90699999962817,49.99999974388629,39858.1006712963
741.2779999997783,366.56800000031944,55.0000021699816,39858.1007291667
741.7219999986573,373.2280000000683,59.99999642372131,39858.100787037
742.1659999991134,379.2219999999179,64.99999884981662,39858.1008449074
742.3879999985529,385.88199999966673,70.00000127591193,39858.1009027778
749.4919999995454,390.6550000002353,74.99999552965164,39858.1009606481
754.1539999988181,395.7609999999622,79.99999795574695,39858.1010185185
750.2689999991617,402.53200000022116,85.00000038184226,39858.1010763889
743.3869999991857,411.634000000111,90.00000280793756,39858.1011342593
737.0599999993865,422.9559999999183,94.99999706167728,39858.1011921296
731.9539999996578,433.61199999983,99.99999948777258,39858.10125
736.6159999989286,441.0489999999845,105.00000191386789,39858.1013078704
752.2669999988502,443.37999999961903,109.9999961676076,39858.1013657407
764.3659999998508,445.48899999981586,114.99999859370291,39858.1014236111
755.1529999994491,448.70800000036616,120.00000101979822,39858.1014814815
745.2739999991536,449.5959999996994,125.00000344589353,39858.1015393519
744.0529999990813,449.5959999996994,129.99999769963324,39858.1015972222
744.0529999990813,449.5959999996994,132.9999958863482,39858.1016319444
744.607999999258,449.5959999996994,135.00000012572855,39858.1016550926
745.6069999998908,449.48499999997875,140.00000255182385,39858.101712963
746.6059999989448,449.37400000026173,144.99999680556357,39858.1017708333
746.6059999989448,449.37400000026173,148.0000031646341,39858.1018055556
745.9399999990492,449.7070000002095,149.99999923165888,39858.1018287037
729.6229999992338,452.03799999984403,155.00000165775418,39858.1018865741
714.8599999986491,454.0360000003202,159.9999959114939,39858.1019444444
703.53799999884,459.69700000022567,164.9999983375892,39858.1020023148
694.1029999990005,461.0290000000168,170.0000007636845,39858.1020601852
684.1129999989844,460.4739999998419,175.00000318977982,39858.1021180556
672.346999998721,457.3659999998017,179.99999744351953,39858.1021759259
665.3539999990244,457.81000000025597,184.99999986961484,39858.1022337963
