x (m),y (m),norm_secs (secs),time (days)
0.5638999997299834,863.3262999998478,0.0,39859.3236574074
4.271299998887116,863.8813000000227,2.0000042393803596,39859.3236805556
7.046299999768962,863.3262999998478,4.000000306405127,39859.3237037037
9.077599999056474,863.1376000000091,6.000004545785487,39859.3237268519
11.486299999600305,861.8388999998169,8.000000612810254,39859.32375
12.962599998712903,859.6188999998994,9.999996051192284,39859.3237731481
13.883899999225832,857.776299999663,12.000000919215381,39859.3237962963
15.548899999754212,856.4776000002603,13.99999635759741,39859.3238194444
18.33499999997548,854.6350000000202,16.000001225620508,39859.3238425926
20.921299999441544,853.7026000001679,17.999996664002538,39859.3238657407
22.21999999963191,855.0013000003601,20.000001532025635,39859.3238888889
24.806299999096154,854.2576000003428,21.999996970407665,39859.323912037
29.80129999910423,847.0425999996296,24.000001838430762,39859.3239351852
32.75389999890649,846.6763000000828,25.999997276812792,39859.3239583333
33.87499999859938,847.5975999998082,28.00000214483589,39859.3239814815
33.13129999858393,848.3412999998218,29.99999758321792,39859.3240046296
32.021299999809344,849.2626000003365,32.000002451241016,39859.3240277778
30.72259999961716,847.4088999999694,36.00000275764614,39859.3240740741
30.911299999457697,849.4513000001753,40.00000306405127,39859.3241203704
32.75389999890649,848.5299999996605,41.9999985024333,39859.3241435185
32.75389999890649,848.5299999996605,45.99999880883843,39859.3241898148
33.308899999081405,849.0738999997084,49.999999115243554,39859.3242361111
33.308899999081405,849.0738999997084,52.00000398326665,39859.3242592593
33.13129999858393,848.5299999996605,53.99999942164868,39859.3242824074
31.65499999947133,845.7439000002269,56.00000428967178,39859.3243055556
30.72259999961716,842.791299999637,57.99999972805381,39859.3243287037
30.53389999977844,839.6388999998671,60.000004596076906,39859.3243518519
31.088899999955174,838.9062999999805,62.000000034458935,39859.324375
32.94259999874521,834.099999999813,64.00000490248203,39859.3243981482
31.65499999947133,834.2776000003105,66.0000009695068,39859.3244212963
31.832599999970626,833.5339000002969,67.99999640788883,39859.3244444444
36.46129999964069,828.1725999999508,71.99999671429396,39859.3244907407
36.8275999999787,825.7639000001946,74.00000158231705,39859.3245138889
36.8275999999787,823.3662999997832,75.99999702069908,39859.324537037
35.906299999463954,820.0363000003017,78.00000188872218,39859.3245601852
42.93259999876136,820.5912999996908,79.99999732710421,39859.3245833333
47.561300000010306,822.0676000003805,82.00000219512731,39859.3246064815
52.00129999984165,823.9212999999581,83.99999763350934,39859.3246296296
56.44129999967299,818.7376000001095,86.00000250153244,39859.3246527778
58.10629999862431,818.1825999999346,87.99999793991446,39859.3246759259
60.5038999998269,818.559999999612,90.00000280793756,39859.3246990741
64.76629999916076,814.8525999996673,91.99999824631959,39859.3247222222
67.54129999846373,816.8949999998731,94.00000311434269,39859.3247453704
71.42629999969722,814.6638999998286,95.99999855272472,39859.3247685185
75.31129999935365,809.3026000002719,98.00000342074782,39859.3247916667
76.4212999997053,812.821300000378,99.99999885912985,39859.3248148148
82.15999999972883,812.998900000086,103.99999916553497,39859.3248611111
86.04499999938525,809.3026000002719,106.00000403355807,39859.3248842593
90.66259999971408,809.1249999997744,107.9999994719401,39859.3249074074
93.8149999986963,810.2238999999972,110.0000043399632,39859.3249305556
96.76759999849673,808.3812999997572,111.99999977834523,39859.3249537037
100.84129999957077,809.8575999996574,114.00000464636832,39859.3249768519
103.98259999920992,807.4488999999048,116.00000008475035,39859.325
106.56889999867417,805.6062999996648,117.99999615177512,39859.3250231481
108.42259999904309,805.972600000001,120.00000039115548,39859.3250462963
112.3075999986977,805.7839000001622,121.99999645818025,39859.3250694444
115.82629999959318,803.9412999999258,124.00000069756061,39859.3250925926
120.26629999942634,803.0200000002005,125.99999676458538,39859.3251157407
122.10889999887513,801.3549999996721,128.00000100396574,39859.3251388889
123.0412999987293,802.4538999998949,129.9999970709905,39859.325162037
