x (m),y (m),norm_secs (secs),time (days)
631.2325999993627,8.260000000318541,0.0,39423.4424884259
629.7562999986731,17.872599999867816,2.9999981867149472,39423.4425231481
629.3788999989938,26.008900000306312,6.000005174428225,39423.4425578704
629.0125999986576,32.49130000034347,9.000002732500434,39423.4425925926
625.1275999990012,47.653900000077556,12.000000919215381,39423.4426273148
621.7975999995215,56.16760000019349,14.999999105930328,39423.442662037
616.9912999993521,63.93760000029215,18.000006093643606,39423.4426967593
605.8912999989843,65.60260000003109,21.000003651715815,39423.4427314815
593.8699999996807,62.46130000039193,24.000001838430762,39423.4427662037
580.5499999986059,61.7176000003783,27.00000002514571,39423.4428009259
566.6749999989352,61.7176000003783,29.999998211860657,39423.4428356481
552.0562999992471,62.27259999976377,33.000005199573934,39423.4428703704
537.0712999992229,63.382600000117236,36.00000275764614,39423.4429050926
523.1962999995521,63.74889999966399,39.00000094436109,39423.4429398148
509.49889999879997,65.04759999985617,41.99999913107604,39423.442974537
493.5925999998399,69.12130000014076,45.000006118789315,39423.4430092593
478.9738999985766,69.85390000002371,48.000003676861525,39423.4430439815
466.3975999990944,65.7912999998698,51.00000186357647,39423.4430787037
452.8888999997598,63.382600000117236,54.00000005029142,39423.4431134259
438.4588999999123,61.906300000217016,56.999998237006366,39423.4431481481
424.961299999919,59.13130000012461,60.000004596076906,39423.4431828704
407.0125999991742,63.19390000027852,63.00000278279185,39423.4432175926
389.61889999860614,66.34630000004836,66.0000009695068,39423.4432523148
373.90129999948476,65.7912999998698,68.99999915622175,39423.443287037
357.06259999909344,65.60260000003109,72.00000614393502,39423.4433217593
342.63259999924594,62.08389999992505,75.00000370200723,39423.4433564815
328.0138999995579,60.41890000018611,78.00000188872218,39423.4433912037
313.0399999988749,58.94260000028589,81.00000007543713,39423.4434259259
298.9762999993636,59.87500000013824,83.99999826215208,39423.4434606481
290.8288999987981,65.04759999985617,87.00000462122262,39423.4434953704
288.98629999934747,76.33630000006451,90.00000280793756,39423.4435300926
290.09629999970093,87.43629999964469,93.00000099465251,39423.4435648148
288.60889999967003,99.64630000036414,95.99999918136746,39423.443599537
283.0588999994852,109.825000000219,99.00000616908073,39423.4436342593
277.88629999897967,117.96129999986806,102.00000372715294,39423.4436689815
276.5875999987875,128.3176000002204,105.00000191386789,39423.4437037037
278.6188999996539,139.05130000025383,108.00000010058284,39423.4437384259
280.8388999987819,149.9625999999953,110.99999828729779,39423.4437731481
281.7712999986361,156.06760000035501,114.00000464636832,39423.4438078704
282.5038999993103,164.3925999998428,117.00000283308327,39423.4438425926
281.9599999984748,173.8275999996804,120.00000101979822,39423.4438773148
281.02759999862064,180.8649999998961,122.99999920651317,39423.443912037
280.1062999996848,191.77629999963756,126.0000055655837,39423.4439467593
276.776299998628,206.01759999964634,129.00000375229865,39423.4439814815
267.15259999894806,211.20130000028075,132.0000019390136,39423.4440162037
252.72259999910057,212.86630000002333,135.00000012572855,39423.4440509259
241.62259999873277,205.8399999999383,137.9999983124435,39423.4440856481
228.30259999923692,206.76129999965997,141.00000467151403,39423.4441203704
211.6525999986843,206.57259999982125,144.00000285822898,39423.4441550926
197.4112999986737,203.60889999989013,147.00000104494393,39423.4441898148
184.83499999919331,204.3525999999074,149.99999923165888,39423.444224537
172.0588999989559,205.65130000009594,153.00000559072942,39423.4442592593
160.59259999982714,203.0649999998459,156.00000377744436,39423.4442939815
148.9375999992826,199.73500000036438,159.0000019641593,39423.4443287037
135.06259999961185,203.4313000001821,162.00000015087426,39423.4443634259
131.7325999985551,202.87630000000718,164.9999983375892,39423.4443981481
131.7325999985551,202.87630000000718,168.00000469665974,39423.4444328704
