x (m),y (m),norm_secs (secs),time (days)
787.1950000368579,351.2500000003456,0.0,41003.263287037
770.5450000363053,351.0649999960806,5.000002426095307,41003.2633449074
756.2999999618514,357.72499999661886,8.000000612810254,41003.2633796296
754.6349999629001,368.6400000037647,12.000000919215381,41003.2634259259
754.0799999627234,379.3699999963901,16.000001225620508,41003.2634722222
749.639999962892,391.0249999961452,18.999999412335455,41003.2635069444
751.8599999620201,401.19999999964057,22.999999718740582,41003.2635532407
753.3400000355759,411.9300000033072,27.00000002514571,41003.263599537
754.6349999629001,422.65999999593623,31.000000331550837,41003.2636458333
759.8149999987218,440.79000000379165,35.000000637955964,41003.2636921296
757.7800000369843,455.959999996252,38.00000762566924,41003.2637268519
750.1949999614917,462.2500000000873,43.00000125076622,41003.2637847222
736.6900000366004,460.77000000382395,48.000003676861525,41003.2638425926
722.2600000367529,460.21500000364904,52.00000398326665,41003.2638888889
705.9799999989846,459.6600000034741,56.00000428967178,41003.2639351852
689.5150000358226,460.95499999625827,60.000004596076906,41003.2639814815
676.3799999617222,460.03000000017346,63.00000278279185,41003.2640162037
660.8399999615212,458.3649999996451,66.0000009695068,41003.2640509259
644.0050000355732,457.99500000373155,68.99999915622175,41003.2640856481
625.8749999614647,457.81000000025597,72.99999946262687,41003.2641319444
613.4800000369269,462.06499999661173,75.00000370200723,41003.2641550926
597.5699999619446,465.0250000001797,76.999999769032,41003.2641782407
588.3199999994958,470.9449999962744,82.00000219512731,41003.2642361111
583.8799999996645,482.78500000029817,87.00000462122262,41003.2642939815
582.0299999617455,495.18000000370375,90.00000280793756,41003.2643287037
579.6250000356449,507.76000000033673,93.00000099465251,41003.2643634259
579.9950000000081,517.5649999960879,95.00000523403287,41003.2643865741
579.8099999626174,528.1099999962789,97.00000130105764,41003.2644097222
579.6250000356449,538.6549999964736,99.000005540438,41003.2644328704
579.4399999998313,551.4199999965822,102.00000372715294,41003.2644675926
577.219999999128,563.2599999998129,106.00000403355807,41003.2645138889
574.0750000354601,574.9150000003574,110.0000043399632,41003.2645601852
572.9650000366855,586.7550000035917,115.0000067660585,41003.2646180556
572.0399999617293,593.7850000000399,120.00000101979822,41003.2646759259
568.1549999620729,603.9600000035316,124.00000132620335,41003.2647222222
564.0850000370228,613.9500000035478,129.00000375229865,41003.2647800926
555.5749999985674,623.9400000035639,133.00000405870378,41003.2648263889
545.2150000357651,631.1550000034877,137.0000043651089,41003.2648726852
533.374999999407,634.8549999996649,140.00000255182385,41003.2649074074
518.0200000365967,636.8899999961068,144.00000285822898,41003.2649537037
502.6649999617912,635.0400000039299,149.0000052843243,41003.2650115741
488.60500003672496,634.6699999961893,152.00000347103924,41003.2650462963
