id,seconds,time
0,3438588861.1724143,39798.48218949553
0,3438588861.879311,39798.48219767721
0,3438588862.5862074,39798.482205858876
0,3438588863.293104,39798.48221404055
0,3438588864.0000005,39798.48222222222
0,3438588864.7068973,39798.4822304039
0,3438588865.4137936,39798.48223858557
0,3438588866.1206903,39798.48224676725
0,3438588866.8275867,39798.48225494892
0,3438588867.5344834,39798.482263130594
0,3438588868.2413797,39798.48227131227
0,3438588868.9482765,39798.48227949395
0,3438588869.655173,39798.482287675615
0,3438588870.3620696,39798.48229585729
0,3438588871.068966,39798.48230403896
0,3438588871.7758627,39798.482312220636
0,3438588872.482759,39798.482320402305
0,3438588873.189656,39798.482328583974
0,3438588873.896552,39798.48233676564
0,3438588874.603449,39798.48234494732
0,3438588875.310345,39798.48235312899
45,3438588926.913793,39798.482950391124
45,3438588927.62069,39798.4829585728
65,3438588927.62069,39798.4829585728
45,3438588928.327586,39798.48296675447
65,3438588928.327586,39798.48296675447
45,3438588929.034483,39798.482974936145
65,3438588929.034483,39798.482974936145
45,3438588929.7413793,39798.48298311782
65,3438588929.7413793,39798.48298311782
45,3438588930.448276,39798.4829912995
65,3438588930.448276,39798.4829912995
45,3438588931.1551723,39798.482999481166
65,3438588931.1551723,39798.482999481166
45,3438588931.862069,39798.48300766284
65,3438588931.862069,39798.48300766284
45,3438588932.5689654,39798.48301584451
65,3438588932.5689654,39798.48301584451
45,3438588933.275862,39798.48302402618
65,3438588933.275862,39798.48302402618
45,3438588933.9827585,39798.48303220785
65,3438588933.9827585,39798.48303220785
45,3438588934.6896553,39798.483040389525
65,3438588934.6896553,39798.483040389525
45,3438588935.3965516,39798.483048571194
65,3438588935.3965516,39798.483048571194
45,3438588936.1034484,39798.48305675287
65,3438588936.1034484,39798.48305675287
45,3438588936.8103447,39798.483064934546
65,3438588936.8103447,39798.483064934546
45,3438588937.5172415,39798.48307311622
65,3438588937.5172415,39798.48307311622
45,3438588938.224138,39798.48308129789
65,3438588938.224138,39798.48308129789
45,3438588938.9310346,39798.48308947957
65,3438588938.9310346,39798.48308947957
45,3438588939.637931,39798.483097661236
65,3438588939.637931,39798.483097661236
45,3438588940.3448277,39798.48310584291
65,3438588940.3448277,39798.48310584291
45,3438588941.051724,39798.48311402459
65,3438588941.051724,39798.48311402459
45,3438588941.7586207,39798.483122206264
65,3438588941.7586207,39798.483122206264
45,3438588942.465517,39798.48313038793
65,3438588942.465517,39798.48313038793
45,3438588943.172414,39798.48313856961
65,3438588943.172414,39798.48313856961
45,3438588943.87931,39798.48314675128
65,3438588943.87931,39798.48314675128
45,3438588944.586207,39798.483154932954
65,3438588944.586207,39798.483154932954
45,3438588945.293103,39798.48316311462
65,3438588945.293103,39798.48316311462
45,3438588946.0,39798.4831712963
65,3438588946.0,39798.4831712963
