num_mules,sample_length,samples_per_batch,batch_period_min,batch_period_max
100,128,781,60.0,300.0
mule_id,batch_time
0,122.88592200373961
0,220.97007532081136
0,347.7204399994577
0,517.9564929309537
0,654.9966226557938
0,839.4108995992027
0,962.2772017348374
0,1256.5376701054215
0,1492.4131627511372
0,1580.078977155093
0,1732.7849936273394
0,1943.6252767168703
0,2033.6391790374141
0,2329.690844271888
0,2496.064812746719
0,2745.5588148324555
0,2996.1472730224364
0,3142.8500504026197
0,3302.7149958996592
0,3502.936946646136
0,3745.378172359542
1,105.07401730233975
1,234.2341327772283
1,455.08665873568447
1,635.0022414649675
1,737.858723984214
1,897.0126363261321
1,1004.8194927753557
1,1192.4273496362446
1,1452.1963183725604
1,1556.6565451898512
1,1846.4227588709537
1,2008.5222785056376
1,2189.4839679043826
1,2371.9969951426096
1,2435.786943673445
1,2671.392560153675
1,2969.785769727474
1,3068.876377712218
1,3159.268724838019
1,3309.228929137236
1,3535.601595745507
1,3596.2978429859972
2,148.6149749422766
2,222.69801308150363
2,472.1386734872905
2,616.0832845352861
2,844.6889772665882
2,1022.583955810399
2,1316.0733149789125
2,1576.7056061867243
2,1783.1625659082927
2,1978.6471209821818
2,2278.0205153551947
2,2399.154308102206
2,2462.6049937887637
2,2543.9758099173623
2,2829.331634048391
2,3122.9618898966373
2,3300.917457056178
2,3442.742090252958
2,3676.227918557294
3,62.61522296883582
3,305.00398560362277
3,526.1406542946542
3,631.8475804617715
3,851.7990970785276
3,1130.4684734530028
3,1229.3766556353971
3,1507.9154515662658
3,1645.7613484208
3,1873.832969232667
3,1997.5410504295135
3,2182.091126522113
3,2284.6834428937213
3,2456.966476251588
3,2624.7179607743788
3,2779.773468586617
3,3029.8355727219882
3,3208.251151469475
3,3441.998646986219
3,3692.324174817225
4,144.36578395164042
4,422.68262991042377
4,653.7756299483327
4,929.1150613779766
4,1089.9650603343985
4,1262.1689241869767
4,1539.1114520262613
4,1751.1631174522765
4,1939.0421887223897
4,2056.0447723420425
4,2343.205712861919
4,2537.4689424958597
4,2779.2333094289047
4,2895.9091195893893
4,3059.0512148773896
4,3213.638478922076
4,3396.20873395397
4,3486.3054530151435
4,3710.382198337008
5,66.6455316361288
5,182.76783293380646
5,419.5139120035976
5,703.7242648952429
5,910.9892021995627
5,1068.783977628442
5,1333.723886632771
5,1632.00351710957
5,1762.8923660522473
5,1916.5325684857264
5,2144.282197904004
5,2289.9668726821997
5,2357.628896685413
5,2501.4228792318722
5,2677.7650027401146
5,2749.341426394869
5,3028.9475235030236
5,3263.0835127029673
5,3508.4742631285017
5,3591.6222597018664
6,68.9351690870245
6,191.29019919278318
6,281.4120573170829
6,398.5679328873457
6,622.2896168298073
6,797.7820882820974
6,1082.5441020533794
6,1282.079773331236
6,1386.7455590505838
6,1491.6083282358761
6,1632.861197663242
6,1796.725341548478
6,1875.1502118131325
6,2087.792296893198
6,2161.810587758779
6,2395.493748326296
6,2613.918225894066
6,2676.0346833647814
6,2919.1982145218117
6,3060.469887486614
6,3306.7609525217213
6,3447.352104464625
6,3646.6822147175153
7,101.27446595531364
7,364.3667082331126
7,489.38343079321623
7,728.0968444851071
7,923.317568151012
7,1199.3386622928601
7,1390.9359622228953
7,1456.9698879290906
7,1536.3234092152732
7,1825.6575632150189
7,1995.1051339559228
7,2090.4684649642168
7,2312.4591063737166
7,2522.13910704931
7,2714.1885982753183
7,2991.5686850530997
7,3267.1652263406436
7,3390.1418150242407
7,3622.7394452391873
8,176.43515777888038
8,303.84751870522064
8,377.8345796552165
8,487.04861705275306
8,700.6579960611866
8,829.2918371621981
8,995.5010305579674
8,1138.527992130379
8,1318.4648975661878
8,1535.6822131986814
8,1823.5417933697122
8,1891.4796130494726
8,2085.00097685454
8,2298.793018369751
8,2396.818858777942
8,2631.1662801408575
8,2782.0111037406555
8,2964.7838757066643
8,3163.5617307849143
8,3426.429115622495
8,3654.868089963028
9,211.0055254855696
9,283.3278590400384
9,354.3462483930836
9,541.3098589370554
9,789.2401289428999
9,1017.9788167114755
9,1125.1673453627088
9,1250.3860055358934
9,1362.0461050885
9,1520.049369813315
9,1737.315619977411
9,1862.1923886530442
9,1989.4990978709106
9,2237.1238745183573
9,2501.6318184376314
9,2693.0165057444324
9,2926.8039425760935
9,3090.764205419556
9,3347.6922927848063
9,3605.5313821629657
10,63.96995102123696
10,299.89960057315085
10,532.0379264556276
10,764.6596964220087
10,1013.3172742760264
10,1298.2432543348325
10,1516.2023756724398
10,1621.2018672984905
10,1846.3711570777689
10,2144.0650288488296
10,2423.5139149407073
10,2691.1336010907967
10,2762.342341015474
10,2824.2236985068
10,3064.105309041642
10,3300.154890666961
10,3530.163730098785
10,3627.8635514329844
11,88.45107233644089
11,186.9475467886227
11,444.50902496668414
11,601.4013450368099
11,704.3927159540285
11,915.9422194478384
11,985.0915156408556
11,1067.6762717946
11,1154.4813667233093
11,1379.9500457289446
11,1588.093864720028
11,1785.8065432015933
11,2044.072780757359
11,2282.819459602261
11,2397.215748606096
11,2478.3090270795306
11,2658.533660965633
11,2793.819692435541
11,2918.13331992334
11,3100.399381091975
11,3328.7902583681253
11,3606.514408155982
12,168.91034887877544
12,356.88040872475773
12,610.9960547272667
12,764.4100955263984
12,1002.725723467588
12,1299.10423242472
12,1409.682392848074
12,1608.5019866899022
12,1841.4742101442118
12,1933.5294061465422
12,2188.651518401064
12,2425.5592809667064
12,2664.214862393571
12,2926.6644469544635
12,3166.606623640295
12,3404.4739789284263
12,3618.531289995357
13,213.53375504786501
13,472.21831670347035
13,732.3858725548006
13,845.5437054288351
13,1064.465845769879
13,1167.4786286788685
13,1424.6498963787237
13,1492.2891807304907
13,1560.5083046572493
13,1625.171427989616
13,1840.110734829582
13,2027.7080583195018
13,2094.3227515180415
13,2160.6689821559266
13,2400.112702097227
13,2639.799778841736
13,2755.3408715513483
13,3003.627599313738
13,3266.2446962405456
13,3525.5582557570206
13,3718.7829556247066
14,226.0330022536654
14,471.33213794811456
14,708.630784450487
14,866.3274062711391
14,1087.4476330377397
14,1314.7100881180513
14,1570.325383872732
14,1714.1642944044547
14,1899.8586888999291
14,2005.8899825063688
14,2126.476747096464
14,2316.427719960333
14,2448.787406257868
14,2663.5930136224556
14,2735.329488973681
14,2821.580211443941
14,3063.4227591728786
14,3229.707406862698
14,3522.4363829071244
14,3611.844815800186
15,145.87766973826243
15,427.51664234040527
15,688.1266338368081
15,982.8860894792865
15,1089.8158411279626
15,1236.0617181550726
15,1450.9170904957246
15,1577.4140145890221
15,1648.666029231927
15,1848.2409163336888
15,1953.2766084304765
15,2202.716221742367
15,2354.000143355541
15,2492.3511187284057
15,2708.6639226418197
15,2918.6113185857694
15,3053.3895029040177
15,3292.8917639407896
15,3449.6574733623206
15,3693.2491319629085
16,70.61230167936694
16,348.9757707978624
16,564.1029337272065
16,732.7345648158273
16,798.0253848661155
16,908.1421120775066
16,1115.3319936835321
16,1398.0654475760984
16,1603.0851990505657
16,1797.8316185559343
16,1957.2693882142612
16,2217.8790438689543
16,2417.3846259586144
16,2656.093108721185
16,2775.0752668304494
16,2862.5334577345875
16,3160.080145835751
16,3227.900342666843
16,3341.0562684275565
16,3500.7240979952862
16,3618.1486759114473
17,123.716654858937
17,317.0993063980056
