longitude,latitude,x,y,seconds,time
116.306999,39.988924,796.8889999992825,370.5640000000727,3441182509.9999957,39828.5012731481
116.306872,39.988913,782.7919999985937,369.34300000000064,3441182514.9999986,39828.5013310185
116.306787,39.988912,773.3569999987537,369.2320000002809,3441182520.0000014,39828.5013888889
116.306717,39.988911,765.5869999994422,369.12100000056114,3441182525.0000033,39828.5014467593
116.306633,39.988864,756.262999999322,363.90400000032486,3441182529.9999976,39828.5015046296
116.306571,39.988819,749.3809999993459,358.9090000003168,3441182535.0000005,39828.5015625
116.306489,39.988811,740.2789999986652,358.02100000019266,3441182540.0000024,39828.5016203704
116.306425,39.988797,733.1749999992496,356.4670000001726,3441182544.999996,39828.5016782407
116.306425,39.988797,733.1749999992496,356.4670000001726,3441182548.0000033,39828.501712963
116.306423,39.98879,732.9529999982327,355.69000000055695,3441182549.9999995,39828.5017361111
116.306426,39.988748,733.2859999989694,351.02800000049683,3441182555.0000014,39828.5017939815
116.306426,39.98873,733.2859999989694,349.0300000000204,3441182559.999995,39828.5018518518
116.306449,39.988766,735.8389999988333,353.0260000001846,3441182564.9999986,39828.5019097222
116.306429,39.988819,733.6189999981286,358.9090000003168,3441182570.0000005,39828.5019675926
116.306467,39.98881,737.836999998521,357.9100000004729,3441182575.000003,39828.502025463
116.306528,39.988793,744.6079999987774,356.0230000005049,3441182579.9999967,39828.5020833333
116.306576,39.988772,749.9359999995221,353.6920000000805,3441182584.9999995,39828.5021412037
116.306583,39.988746,750.7129999991378,350.8060000002686,3441182590.000002,39828.5021990741
116.30653,39.988781,744.8299999982169,354.6910000007131,3441182594.999996,39828.5022569444
116.306452,39.988858,736.1719999979925,363.23800000042894,3441182599.999999,39828.5023148148
116.306463,39.98894,737.3929999980646,372.34000000032097,3441182605.000001,39828.5023726852
116.306462,39.989014,737.2819999983449,380.5540000000889,3441182610.000004,39828.5024305556
116.306491,39.989046,740.5009999981047,384.10600000058537,3441182614.999997,39828.5024884259
116.306529,39.989097,744.7189999984971,389.76700000048936,3441182620.0000005,39828.5025462963
