x,y,seconds,time
376.1212999981325,218.97130000076004,3446870418.9999967,39894.3335532407
376.4875999984696,219.71499999998656,3446870421.000001,39894.3335763889
376.67629999830865,218.60500000042293,3446870422.9999967,39894.333599537
375.1999999991966,217.11760000039249,3446870425.000001,39894.3336226852
373.34629999882907,216.00760000004016,3446870429.000001,39894.3336689815
373.34629999882907,216.00760000004016,3446870434.0000043,39894.3337268519
373.5238999993271,215.8189000002011,3446870436.0,39894.33375
374.26759999934234,214.53130000013942,3446870437.999996,39894.3337731481
374.26759999934234,213.61000000041486,3446870441.000002,39894.3338078704
373.5238999993271,213.23260000073674,3446870442.999998,39894.3338310185
374.0788999995033,211.7563000000473,3446870445.0000033,39894.3338541667
373.90129999900523,210.28000000014657,3446870449.999997,39894.333912037
372.4138999989748,211.20130000065984,3446870452.0000014,39894.3339351852
370.7599999993647,212.1226000003844,3446870453.999997,39894.3339583333
370.57129999952565,212.50000000006253,3446870458.999999,39894.3340162037
370.7599999993647,212.67760000056057,3446870465.999998,39894.3340972222
371.4925999984615,212.50000000006253,3446870471.0,39894.3341550926
372.23629999847674,212.31130000022347,3446870472.9999967,39894.3341782407
373.15759999899,212.67760000056057,3446870475.0000005,39894.3342013889
374.26759999934234,214.53130000013942,3446870477.999999,39894.3342361111
372.7912999986529,215.0863000003156,3446870480.000004,39894.3342592593
371.1262999981244,215.4526000006527,3446870481.9999995,39894.3342824074
370.3825999981092,216.00760000004016,3446870484.000004,39894.3343055556
369.63889999809396,215.64130000049175,3446870485.9999995,39894.3343287037
369.27259999933426,213.4213000005758,3446870492.999998,39894.3344097222
370.0162999993495,213.23260000073674,3446870495.0000024,39894.3344328704
370.57129999952565,212.86630000039963,3446870496.9999986,39894.3344560185
370.3825999981092,212.86630000039963,3446870499.000003,39894.3344791667
370.57129999952565,212.67760000056057,3446870500.9999986,39894.3345023148
371.6812999983006,211.94500000067507,3446870503.000003,39894.334525463
371.8588999987986,213.04390000010898,3446870504.9999986,39894.3345486111
373.15759999899,212.86630000039963,3446870513.0,39894.3346412037
374.26759999934234,212.31130000022347,3446870515.0000043,39894.3346643519
374.8225999995185,211.20130000065984,3446870516.9999995,39894.3346875
374.4562999991814,211.7563000000473,3446870522.999996,39894.3347569444
373.5238999993271,211.37890000036919,3446870525.0000005,39894.3347800926
372.23629999847674,211.20130000065984,3446870526.999997,39894.3348032407
372.0475999986377,211.20130000065984,3446870529.0000014,39894.3348263889
371.8588999987986,211.37890000036919,3446870533.000001,39894.3348726852
372.0475999986377,211.94500000067507,3446870534.9999967,39894.3348958333
370.93759999828535,213.23260000073674,3446870538.0000033,39894.3349305556
367.9738999991429,215.27500000015465,3446870539.9999995,39894.3349537037
362.42389999895863,217.67260000056865,3446870542.999998,39894.3349884259
359.6599999989962,218.22760000074481,3446870545.000002,39894.3350115741
358.5388999993029,217.67260000056865,3446870546.999998,39894.3350347222
358.36129999880484,218.97130000076004,3446870549.0000024,39894.3350578704
357.8062999986287,218.41630000058387,3446870550.999998,39894.3350810185
357.06259999861345,216.37390000037726,3446870557.999997,39894.335162037
357.06259999861345,216.37390000037726,3446870560.000001,39894.3351851852
357.06259999861345,216.56260000021632,3446870565.000004,39894.3352430556
356.8738999987744,216.37390000037726,3446870566.9999995,39894.3352662037
357.2512999984525,216.37390000037726,3446870569.999998,39894.3353009259
357.6175999987896,216.94000000068314,3446870572.0000024,39894.3353240741
357.8062999986287,218.78260000013228,3446870573.9999986,39894.3353472222
358.916299998981,218.60500000042293,3446870580.999996,39894.3354282407
358.916299998981,218.97130000076004,3446870587.0000014,39894.3354976852
