x,y,seconds,time
17.668999998022628,222.15700000013072,3429203755.9999967,39689.858287037
16.11499999879129,224.15500000060717,3429203758.000001,39689.8583101852
13.894999998086632,227.374000000367,3429203759.9999967,39689.8583333333
12.5629999982948,229.4830000005632,3429203762.0000014,39689.8583564815
11.563999999239627,229.37200000005475,3429203763.9999976,39689.8583796296
12.673999998014551,228.04000000026292,3429203766.000002,39689.8584027778
16.89199999840696,225.93100000006672,3429203767.999998,39689.8584259259
17.33599999886337,227.5960000005952,3429203770.000002,39689.8584490741
16.11499999879129,230.59300000012684,3429203771.999998,39689.8584722222
13.450999999207625,235.92100000008287,3429203774.0000024,39689.8584953704
12.451999998575047,235.25500000018695,3429203775.999998,39689.8585185185
12.784999999311708,235.81000000036312,3429203778.0000024,39689.8585416667
14.116999999103541,236.809000000207,3429203779.999999,39689.8585648148
14.00599999938379,238.58500000045524,3429203782.0000033,39689.858587963
14.116999999103541,238.9180000004032,3429203783.9999995,39689.8586111111
14.116999999103541,239.02900000012295,3429203786.0000033,39689.8586342593
14.116999999103541,239.1400000006314,3429203787.999999,39689.8586574074
14.116999999103541,239.1400000006314,3429203790.000004,39689.8586805556
14.116999999103541,238.9180000004032,3429203791.9999995,39689.8587037037
14.116999999103541,238.80700000068344,3429203794.000004,39689.8587268519
14.227999998823293,238.58500000045524,3429203796.0,39689.85875
14.116999999103541,238.03000000027907,3429203797.999996,39689.8587731481
13.672999998647128,236.14300000031108,3429203800.0000005,39689.8587962963
14.116999999103541,234.47800000057128,3429203801.999996,39689.8588194444
14.782999998999458,233.4790000007274,3429203804.0000005,39689.8588425926
14.89399999871921,233.2570000004992,3429203805.999996,39689.8588657407
14.782999998999458,232.70200000032304,3429203808.000001,39689.8588888889
14.782999998999458,232.25800000065533,3429203809.999997,39689.858912037
15.115999998158713,230.81500000035504,3429203812.0000014,39689.8589351852
15.337999999175622,229.81600000051117,3429203813.9999976,39689.8589583333
17.00299999812671,229.37200000005475,3429203816.0000014,39689.8589814815
16.89199999840696,228.8170000006673,3429203817.9999976,39689.8590046296
16.89199999840696,228.8170000006673,3429203820.000002,39689.8590277778
16.89199999840696,228.37300000021088,3429203821.9999976,39689.8590509259
16.780999998687207,228.15100000077138,3429203824.000002,39689.8590740741
16.780999998687207,228.26200000049113,3429203825.999998,39689.8590972222
17.446999998583124,227.04100000041905,3429203828.0000024,39689.8591203704
19.666999999287782,224.37700000004668,3429203829.9999986,39689.8591435185
19.555999997990625,224.93200000022284,3429203832.000003,39689.8591666667
17.668999998022628,225.0430000007313,3429203833.9999986,39689.8591898148
17.22499999914362,225.15400000045105,3429203836.000003,39689.859212963
16.89199999840696,223.93300000037897,3429203837.999999,39689.8592361111
16.669999998967455,222.82300000002664,3429203840.0000033,39689.8592592593
16.225999998511043,221.60200000074326,3429203841.9999995,39689.8592824074
16.558999999247703,219.6040000002668,3429203844.0000033,39689.8593055556
16.11499999879129,218.38300000019473,3429203846.0,39689.8593287037
16.336999998230795,217.0510000004029,3429203848.0000043,39689.8593518519
16.44799999952795,215.1640000004349,3429203850.0,39689.859375
16.11499999879129,213.94300000036282,3429203851.9999957,39689.8593981481
16.11499999879129,213.61000000041486,3429203854.0,39689.8594212963
16.00399999907154,213.16600000074715,3429203855.9999967,39689.8594444444
16.00399999907154,212.94400000051894,3429203858.0000005,39689.8594675926
16.00399999907154,212.94400000051894,3429203859.9999967,39689.8594907407
16.11499999879129,213.2770000004669,3429203862.000001,39689.8595138889
16.11499999879129,213.61000000041486,3429203863.999997,39689.859537037
16.11499999879129,213.7210000001346,3429203866.0000014,39689.8595601852
16.11499999879129,214.05400000008257,3429203867.999997,39689.8595833333
16.225999998511043,214.16500000059102,3429203870.0000014,39689.8596064815
