x,y,seconds,time
556.8625999989365,293.341300000705,3454213635.999996,39979.3244907407
560.7475999985922,294.0739000005905,3454213636.9999986,39979.3245023148
565.5538999987613,295.0063000004448,3454213639.0000033,39979.324525463
562.4125999991207,298.7026000002615,3454213640.9999986,39979.3245486111
578.1412999991602,299.25760000043766,3454213643.000004,39979.3245717593
579.4288999984332,298.89130000010056,3454213644.999999,39979.3245949074
581.2825999988007,298.14760000008533,3454213647.000004,39979.3246180556
584.0575999981041,297.970000000376,3454213648.9999995,39979.3246412037
587.021299998824,297.78130000053693,3454213651.000004,39979.3246643519
588.3199999990154,297.22630000036077,3454213653.0,39979.3246875
590.5288999988016,296.6713000001846,3454213654.9999957,39979.3247106481
593.1262999991844,295.561300000621,3454213657.0,39979.3247337963
595.1575999984726,294.81760000060575,3454213658.9999957,39979.3247569444
597.9325999993534,295.3725999999932,3454213661.0,39979.3247800926
600.8962999984959,295.9276000001694,3454213662.9999967,39979.3248032407
603.3049999990396,295.561300000621,3454213665.000001,39979.3248263889
605.5249999981669,294.6400000001077,3454213666.9999967,39979.324849537
606.6238999991782,293.341300000705,3454213669.0000014,39979.3248726852
608.6662999993848,292.2313000003527,3454213670.999997,39979.3248958333
610.697599998673,288.71260000024535,3454213673.0000024,39979.3249189815
610.1425999984968,288.535000000536,3454213674.999997,39979.3249421296
613.8388999983135,290.5663000006129,3454213677.000002,39979.3249652778
613.4725999979764,292.04260000051363,3454213678.9999976,39979.3249884259
615.326299998344,293.341300000705,3454213681.0000024,39979.3250115741
615.6925999986811,293.8963000000925,3454213682.999998,39979.3250347222
616.4362999986963,293.7076000002534,3454213685.000003,39979.3250578704
616.4362999986963,293.341300000705,3454213686.999998,39979.3250810185
616.8025999990334,290.74390000032224,3454213689.0000033,39979.3251041667
617.5462999990486,287.2363000003446,3454213690.9999986,39979.3251273148
619.2112999979997,283.5400000005279,3454213693.0000033,39979.325150463
619.5775999983368,278.7226000002292,3454213694.9999986,39979.3251736111
619.5775999983368,277.0576000004894,3454213697.0000033,39979.3251967593
622.9075999993938,279.27760000040536,3454213698.9999995,39979.3252199074
625.8712999985363,278.7226000002292,3454213701.0000043,39979.3252430556
629.0125999981768,277.61260000066557,3454213702.9999995,39979.3252662037
632.89759999941,276.50260000031324,3454213705.000005,39979.3252893519
634.0075999981849,279.100000000696,3454213706.9999995,39979.3253125
635.6725999987134,279.8326000005815,3454213708.999996,39979.3253356481
639.191299998032,275.9476000001371,3454213711.0,39979.3253587963
641.0338999990586,274.6600000000754,3454213712.999996,39979.3253819444
644.5525999983772,273.17260000004495,3454213715.0000005,39979.3254050926
650.4688999988986,266.70130000013614,3454213716.9999967,39979.3254282407
653.432599998041,265.2250000002354,3454213719.000001,39979.3254513889
659.3488999985624,270.0313000004044,3454213720.9999967,39979.325474537
663.9775999982334,271.6963000001442,3454213723.000001,39979.3254976852
