x,y,seconds,time
453.44389999945633,187.3363000001831,3438995208.0000014,39803.1852777778
450.3025999982384,202.68760000054442,3438995209.999998,39803.1853009259
448.2712999989502,212.1226000003844,3438995212.0000024,39803.1853240741
444.38629999929447,217.8613000004077,3438995213.999998,39803.1853472222
435.87259999839034,226.55260000023247,3438995216.000002,39803.1853703704
429.5788999981909,230.43760000067692,3438995217.999998,39803.1853935185
439.56889999820703,233.21260000076904,3438995220.0000033,39803.1854166667
451.6012999984298,232.65760000059288,3438995221.9999986,39803.1854398148
464.36629999932677,236.17630000070022,3438995224.0000033,39803.185462963
476.021299998294,240.06130000035597,3438995225.999999,39803.1854861111
485.456299998134,240.25000000019503,3438995228.000004,39803.1855092593
493.78129999919906,239.5063000001798,3438995229.9999995,39803.1855324074
501.17389999883244,240.61630000053214,3438995232.0000043,39803.1855555556
505.99129999834247,246.35500000055544,3438995233.999999,39803.1855787037
508.7662999992233,253.7476000001888,3438995236.0000043,39803.1856018519
507.27889999919284,262.26130000030423,3438995238.0,39803.185625
506.91259999885574,268.1776000000369,3438995239.999996,39803.1856481481
510.61999999801344,273.9163000000602,3438995242.0000005,39803.1856712963
514.3162999994075,279.4663000002444,3438995243.999996,39803.1856944444
515.7925999985196,285.38260000076576,3438995246.0,39803.1857175926
518.9338999981601,290.01130000043673,3438995247.9999967,39803.1857407407
526.703899999049,298.3363000007131,3438995250.0000005,39803.1857638889
537.8149999987585,301.8439000006907,3438995251.9999967,39803.185787037
549.6475999982238,305.1850000003,3438995254.000001,39803.1858101852
560.7475999985922,306.4726000003617,3438995255.9999976,39803.1858333333
573.1462999991521,307.7713000005531,3438995258.000002,39803.1858564815
583.1362999991683,304.99630000046096,3438995259.9999976,39803.1858796296
592.0162999988321,303.33130000072117,3438995262.0000014,39803.1859027778
600.8962999984959,302.22130000036884,3438995263.999997,39803.1859259259
609.4099999994,301.28890000051456,3438995266.000002,39803.1859490741
617.3575999992096,300.55630000062905,3438995267.999998,39803.1859722222
626.4262999987125,300.0013000004529,3438995270.0000024,39803.1859953704
635.4838999988743,299.8126000006138,3438995271.9999986,39803.1860185185
644.5525999983772,302.95390000025435,3438995274.000003,39803.1860416667
654.5425999983934,304.0750000007364,3438995275.9999986,39803.1860648148
663.9775999982334,303.52000000056023,3438995278.000003,39803.186087963
672.8575999994746,302.95390000025435,3438995279.9999986,39803.1861111111
681.9262999989775,302.22130000036884,3438995282.000003,39803.1861342593
693.5812999995221,306.1063000000246,3438995283.9999995,39803.1861574074
703.5712999995383,309.05890000061476,3438995286.000004,39803.1861805556
712.8175999995392,311.10130000003267,3438995288.0,39803.1862037037
725.4049999983607,308.1376000001015,3438995290.0000043,39803.1862268519
736.1275999990511,302.95390000025435,3438995291.9999995,39803.18625
743.8975999983626,299.4463000002767,3438995293.9999957,39803.1862731481
750.191299998562,300.3676000000013,3438995296.0,39803.1862962963
755.3638999990682,303.6976000002696,3438995297.999996,39803.1863194444
759.0712999982259,309.6139000000022,3438995300.0000005,39803.1863425926
759.9925999987391,317.5726000007302,3438995301.999997,39803.1863657407
759.9925999987391,326.8189000007311,3438995304.0000014,39803.1863888889
760.3699999984173,336.44260000041015,3438995305.9999967,39803.186412037
760.9138999992524,344.21260000051035,3438995308.000001,39803.1864351852
761.2912999989305,350.5063000007098,3438995309.9999967,39803.1864583333
764.6212999984101,355.67890000042723,3438995312.0000014,39803.1864814815
770.1712999985943,358.2763000000213,3438995313.9999976,39803.1865046296
777.3862999993071,358.6426000003584,3438995316.000002,39803.1865277778
785.1562999986186,358.6426000003584,3438995317.999998,39803.1865509259
793.4812999981062,358.2763000000213,3438995320.000002,39803.1865740741
