longitude,latitude,x,y,seconds,time
116.306813,39.991665,776.2429999993543,674.815000000109,3436263415.9999986,39771.5673148148
116.30658,39.991676,750.3799999984011,676.036000000181,3436263421.000001,39771.5673726852
116.306363,39.991678,726.2929999992735,676.2580000004093,3436263426.0000043,39771.5674305556
116.306208,39.991607,709.0879999985447,668.3770000005893,3436263430.9999976,39771.5674884259
116.306213,39.99138,709.6429999987208,643.1800000003207,3436263436.0,39771.5675462963
116.306318,39.991096,721.2979999992655,611.6560000002522,3436263441.0000033,39771.5676041667
116.306344,39.990863,724.1839999982886,585.7930000000877,3436263445.9999967,39771.567662037
116.30633,39.990673,722.6299999990573,564.7030000004918,3436263450.999999,39771.5677199074
116.306369,39.990521,726.9589999991695,547.8310000004996,3436263456.000002,39771.5677777778
116.306393,39.990416,729.6229999987531,536.1760000007437,3436263460.9999957,39771.5678356481
116.306431,39.990311,733.8409999991455,524.5210000001989,3436263465.999998,39771.5678935185
116.306488,39.990191,740.1679999989454,511.20100000070323,3436263471.000001,39771.5679513889
116.306509,39.990092,742.4989999993699,500.2120000000545,3436263476.000004,39771.5680092593
116.306432,39.989941,733.9519999988653,483.45100000057073,3436263480.999997,39771.5680671296
116.306326,39.989774,722.1859999986009,464.91400000005,3436263486.0,39771.568125
116.306292,39.989589,718.4119999986649,444.37900000063024,3436263491.000002,39771.5681828704
116.306237,39.989402,712.3069999983045,423.62200000019357,3436263495.999996,39771.5682407407
116.306136,39.989278,701.0959999982163,409.8580000002414,3436263500.999999,39771.5682986111
116.305989,39.989232,684.7789999984002,404.7520000005136,3436263506.000001,39771.5683564815
116.305915,39.98916,676.5649999986323,396.7600000001852,3436263511.0000043,39771.5684143519
116.305922,39.988989,677.341999998248,377.77899999999676,3436263515.999998,39771.5684722222
116.305843,39.988895,668.5729999983039,367.3450000003129,3436263521.0,39771.5685300926
116.305764,39.988823,659.8039999983598,359.3529999999845,3436263526.000003,39771.568587963
116.305539,39.988984,634.8289999983194,377.2240000006093,3436263530.9999976,39771.5686458333
116.305379,39.989022,617.0689999989918,381.442000000213,3436263535.9999995,39771.5687037037
116.305299,39.988935,608.188999999328,371.7850000001448,3436263541.000002,39771.5687615741
116.30524,39.988816,601.6399999985111,358.5760000003688,3436263545.9999967,39771.5688194444
116.305214,39.988713,598.753999999488,347.1430000000524,3436263550.9999986,39771.5688773148
116.305205,39.988632,597.7549999988554,338.1520000006688,3436263556.000001,39771.5689351852
116.305186,39.988538,595.6459999994479,327.71800000019624,3436263561.000004,39771.5689930556
116.30516,39.988425,592.7599999988473,315.1750000003162,3436263565.9999976,39771.5690509259
116.305102,39.988401,586.3219999993277,312.5110000007325,3436263571.0,39771.5691087963
116.304917,39.988566,565.7869999991192,330.8260000002363,3436263576.000003,39771.5691666667
116.304754,39.988614,547.6939999990549,336.15400000019235,3436263580.9999967,39771.569224537
116.304595,39.988594,530.044999999447,333.9340000002764,3436263585.999999,39771.5692824074
116.304414,39.98856,509.9539999981175,330.1600000003404,3436263591.000002,39771.5693402778
