longitude,latitude,x,y,seconds,time
116.3009133,39.9872499,121.376299999298,184.738900000589,3406311227.999998,39424.8984722222
116.3008216,39.9873199,111.19759999944279,192.5089000006892,3406311230.9999967,39424.8985069444
116.3010199,39.9859783,133.2088999987633,43.5913000003012,3406311470.9999976,39424.9012847222
116.301,39.9859649,130.99999999897705,42.103900000270755,3406311476.0000005,39424.9013425926
116.30524,39.9879783,601.6399999985111,265.5913000005725,3406817688.999995,39430.7602893518
116.3052283,39.9879283,600.3412999983198,260.0413000003883,3406817692.0000024,39430.7603240741
116.3052116,39.9878466,598.4875999995296,250.9726000000967,3406817696.999996,39430.7603819444
116.305205,39.9877699,597.7549999988554,242.45890000076997,3406817701.999999,39430.7604398148
116.3051933,39.9877383,596.456299998664,238.95130000000364,3406817707.0000014,39430.7604976852
116.3052116,39.9876666,598.4875999995296,230.99260000006439,3406817712.000004,39430.7605555556
116.3052183,39.98761,599.2312999995448,224.70999999999464,3406817716.9999976,39430.7606134259
116.3052083,39.9875933,598.1212999991925,222.85630000041579,3406817722.0000005,39430.7606712963
116.3052349,39.9875433,601.073899998994,217.30630000023154,3406817727.000003,39430.7607291667
116.3052499,39.9874366,602.7388999995225,205.46260000063654,3406817731.9999967,39430.760787037
116.305225,39.9873249,599.9749999979826,193.06390000007667,3406817736.9999995,39430.7608449074
116.3052366,39.9872433,601.262599998833,184.0063000007035,3406817742.000002,39430.7609027778
116.3051799,39.9872866,594.9688999986336,188.81260000008382,3406817746.9999957,39430.7609606481
116.3052716,39.9871733,605.1475999984888,176.2363000006033,3406817751.9999976,39430.7610185185
116.3052383,39.9871083,601.4512999986721,169.02130000067928,3406817757.000001,39430.7610763889
116.3052499,39.9870533,602.7388999995225,162.91630000031887,3406817762.0000033,39430.7611342593
116.3052349,39.9870033,601.073899998994,157.36630000013463,3406817766.999997,39430.7611921296
116.3052499,39.986995,602.7388999995225,156.44500000041006,3406817772.0,39430.76125
116.3052166,39.9870033,599.0425999981284,157.36630000013463,3406817777.0000024,39430.7613078704
116.3010233,39.9859783,133.5862999984414,43.5913000003012,3406829259.0000014,39430.8942013889
116.3010249,39.9859316,133.76389999893945,38.40760000045407,3406829264.000004,39430.8942592593
116.3010099,39.9859033,132.09889999841096,35.26630000002484,3406829268.999997,39430.8943171296
116.3010333,39.9858799,134.69629999879373,32.66890000043077,3406829274.0000005,39430.894375
116.3062833,39.9883533,717.4462999992102,307.2163000003769,3408123274.0000043,39445.8712268519
116.3062116,39.9883383,709.4875999984822,305.5513000006371,3408123278.9999976,39445.8712847222
116.3061933,39.9883033,707.456299999194,301.6663000001927,3408123284.000001,39445.8713425926
116.3061483,39.9882899,702.4612999991859,300.17890000016223,3408123289.0000033,39445.871400463
116.3060933,39.9882683,696.3562999988255,297.78130000053693,3408123293.9999967,39445.8714583333
116.3060083,39.988255,686.9212999989855,296.3050000006362,3408123298.9999995,39445.8715162037
116.3059249,39.9882533,677.6638999980662,296.11630000000844,3408123304.0000024,39445.8715740741
116.3058566,39.9882599,670.0825999985938,296.84890000068265,3408123308.9999957,39445.8716319444
116.3057816,39.9882683,661.7575999991061,297.78130000053693,3408123313.9999986,39445.8716898148
116.3057116,39.9882349,653.9875999982172,294.0739000005905,3408123319.0000014,39445.8717476852
116.3056149,39.9882449,643.2538999981858,295.18390000015415,3408123324.0000043,39445.8718055556
116.3054866,39.9882733,629.0125999981768,298.3363000007131,3408123328.9999976,39445.8718634259
116.305395,39.9882616,618.84499999924,297.0376000005217,3408123334.0,39445.8719212963
116.3053416,39.9882166,612.9175999993777,292.04260000051363,3408123339.0000033,39445.8719791667
116.3053166,39.9881816,610.1425999984968,288.1576000000692,3408123343.999997,39445.872037037
116.3053083,39.9881716,609.2212999979836,287.04760000050555,3408123348.9999995,39445.8720949074
116.3046599,39.986335,537.2488999992413,83.18500000002871,3408123589.000001,39445.8748726852
116.3045966,39.9863649,530.2225999983676,86.50390000016728,3408123594.0000033,39445.8749305556
116.3045299,39.9863583,522.8188999993932,85.77130000028177,3408123598.9999976,39445.8749884259
116.3044583,39.9863566,514.8712999980063,85.58260000044271,3408123604.0,39445.8750462963
116.3043883,39.9863433,507.1012999986948,84.10630000054198,3408123609.0000024,39445.8751041667
116.3043533,39.9863166,503.21629999903905,81.1426000006108,3408123613.999997,39445.875162037
116.3043316,39.9862966,500.80759999849533,78.92260000069484,3408123618.9999995,39445.8752199074
116.3042666,39.9863016,493.59259999936,79.4776000000823,3408123624.000002,39445.8752777778
116.304175,39.9863116,483.4249999988458,80.58760000043463,3408123628.999996,39445.8753356481
116.3040849,39.9863466,473.42389999948864,84.47260000009038,3408123633.9999986,39445.8753935185
116.3039816,39.9864233,461.95759999878305,92.9863000002058,3408123639.000001,39445.8754513889
116.3038383,39.9863783,446.05129999824555,87.99130000019773,3408123644.000004,39445.8755092593
116.3037566,39.9863866,436.98259999874267,88.912600000711,3408123648.9999976,39445.8755671296
116.303705,39.9863716,431.2549999980604,87.2476000001825,3408123654.0,39445.875625
116.3036416,39.9863566,424.2175999994231,85.58260000044271,3408123659.000003,39445.8756828704
116.3035666,39.98636,415.89259999835804,85.96000000012083,3408123663.9999967,39445.8757407407
116.3034833,39.9863216,406.6462999983571,81.69759999999826,3408123668.999999,39445.8757986111
116.3034116,39.9862949,398.68759999920655,78.73390000006708,3408123674.000002,39445.8758564815
116.3033399,39.9862916,390.7288999984786,78.36760000051868,3408123678.999995,39445.8759143518
116.3032666,39.9862766,382.59259999883,76.70259999999018,3408123683.999998,39445.8759722222
116.3032016,39.986265,375.37759999811726,75.41500000071721,3408123689.000001,39445.8760300926
116.3031333,39.9862633,367.7962999986448,75.22630000008945,3408123694.0000033,39445.876087963
116.3030549,39.9862716,359.09389999947905,76.14760000060272,3408123698.999997,39445.8761458333
116.3029816,39.9862866,350.95759999825304,77.81260000034251,3408123704.0,39445.8762037037
116.3029183,39.9862783,343.9312999989568,76.89130000061795,3408123709.0000024,39445.8762615741
116.3028216,39.9862766,333.1975999989254,76.70259999999018,3408123713.999996,39445.8763194444
116.3027266,39.986275,322.6525999987331,76.52500000028084,3408123718.999999,39445.8763773148
116.3026266,39.9862883,311.5525999983646,78.00130000018157,3408123724.0000014,39445.8764351852
116.30255,39.986305,303.0499999983789,79.85500000054913,3408123729.0000033,39445.8764930556
116.3025,39.9862866,297.49999999819465,77.81260000034251,3408123733.999998,39445.8765509259
116.3024583,39.986275,292.8712999985237,76.52500000028084,3408123739.0000005,39445.8766087963
116.3022283,39.98615,267.34129999830714,62.65000000060894,3408123744.0000024,39445.8766666667
116.3022299,39.9861616,267.5188999988052,63.937600000670614,3408123748.999997,39445.876724537
116.3021533,39.98618,259.0162999988195,65.98000000008852,3408123754.0,39445.8767824074
116.3020883,39.9862033,251.80129999810674,68.56630000034158,3408123759.000002,39445.8768402778
116.3019999,39.9862516,241.98889999858864,73.92760000068677,3408123763.9999957,39445.8768981481
116.301905,39.9862466,231.45499999931474,73.3726000005106,3408123768.999999,39445.8769560185
116.3018266,39.9862733,222.75259999857155,76.33630000044178,3408123774.000001,39445.8770138889
116.3017583,39.9862733,215.17129999909912,76.33630000044178,3408123779.000004,39445.8770717593
116.3016683,39.9863099,205.18129999908297,80.39890000059557,3408123783.999998,39445.8771296296
116.3014566,39.986205,181.68259999815461,68.75500000018064,3408123789.0,39445.8771875
116.3013499,39.9861599,169.8388999993483,63.74890000004285,3408123791.9999986,39445.8772222222
116.3014183,39.9861416,177.43129999816176,61.71760000075466,3408123797.000001,39445.8772800926
116.3014299,39.9861483,178.71889999901214,62.46130000076988,3408123802.0000033,39445.877337963
116.3013966,39.9861999,175.02259999919545,68.18890000066347,3408123806.999997,39445.8773958333
116.3013333,39.9862216,167.99629999832177,70.59760000041848,3408123812.0,39445.8774537037
116.3012549,39.9861816,159.293899999156,66.15760000058657,3408123817.0000024,39445.8775115741
116.3011666,39.9861683,149.4925999989789,64.68130000068584,3408123821.999996,39445.8775694444
116.3010783,39.9862283,139.6912999988018,71.3413000004337,3408123826.999999,39445.8776273148
116.3010183,39.9862566,133.03129999826524,74.48260000007423,3408123832.0000014,39445.8776851852
116.3009749,39.9862383,128.2138999987552,72.45129999999733,3408123837.000004,39445.8777430556
116.30093,39.98612,123.22999999808815,59.320000000340656,3408123841.9999976,39445.8778009259
116.3009499,39.9859966,125.43889999945179,45.6226000003781,3408123847.0000005,39445.8778587963
116.3008933,39.9858766,119.15629999859334,32.30260000009366,3408123852.000003,39445.8779166667
116.30077,39.9857483,105.4699999987605,18.061300000084657,3408123855.0000014,39445.8779513889
116.3008466,39.9856233,113.9725999987462,4.186300000412757,3408123857.9999995,39445.8779861111
116.3007866,39.9855966,107.31259999820963,1.2226000004815774,3408123887.0000033,39445.8783217593
116.3007499,39.9856183,103.23889999871483,3.6313000002365925,3408123891.999997,39445.8783796296
116.3007483,39.9855983,103.06129999821678,1.4113000003206366,3408123897.0,39445.8784375
116.3017749,39.9877266,217.01389999854825,237.65260000060096,3408695685.999996,39452.4963657407
116.301785,39.9877233,218.1349999982416,237.28630000026385,3408695686.9999986,39452.4963773148
116.3018583,39.9877299,226.2712999994676,238.01890000014936,3408695692.000002,39452.4964351852
116.3019033,39.9876816,231.26629999947568,232.65760000059288,3408695697.000004,39452.4964930556
116.3019583,39.9876699,237.37129999825868,231.3589000004015,3408695701.9999976,39452.4965509259
116.3018766,39.9875899,228.3025999987558,222.47890000073767,3408695707.0,39452.4966087963
116.3019366,39.9875716,234.96259999929237,220.44760000066077,3408695712.000003,39452.4966666667
116.3020849,39.9876266,251.42389999842862,226.55260000023247,3408695715.000001,39452.4967013889
116.3021816,39.9876683,262.15759999846,231.18130000069215,3408695717.999999,39452.4967361111
116.302255,39.9876733,270.304999999027,231.7363000000796,3408695723.0000024,39452.4967939815
116.302375,39.9877283,283.62499999852275,237.84130000044001,3408695728.0000043,39452.4968518519
116.3023549,39.9876933,281.3938999984771,233.95629999999557,3408695731.0000024,39452.4968865741
116.3023366,39.9875633,279.3625999991889,219.5263000001475,3408695735.999996,39452.4969444444
116.3024033,39.9875766,286.7662999981633,221.00260000004823,3408695740.9999986,39452.4970023148
116.3024933,39.9876149,296.75629999817943,225.25390000004109,3408695746.000001,39452.4970601852
116.3026416,39.9876716,313.2175999988931,231.54760000024055,3408695751.0000043,39452.4971180556
116.3026766,39.9876716,317.10259999854884,231.54760000024055,3408695755.9999976,39452.4971759259
116.3026766,39.9875866,317.10259999854884,222.11260000040056,3408695761.0,39452.4972337963
116.3027466,39.9875599,324.87259999943774,219.14890000046938,3408695766.0000033,39452.4972916667
116.3028749,39.9876233,339.11389999944674,226.18630000068407,3408695770.9999967,39452.497349537
116.303005,39.9877183,353.5549999986358,236.73130000008769,3408695775.999999,39452.4974074074
116.3030883,39.9877366,362.80129999863675,238.76260000016458,3408695781.000002,39452.4974652778
116.3030233,39.9876683,355.5862999995014,231.18130000069215,3408695785.9999957,39452.4975231481
116.3030999,39.9876516,364.0888999994871,229.3276000003246,3408695790.999998,39452.4975810185
116.3031699,39.9876316,371.8588999987986,227.10760000040864,3408695796.000001,39452.4976388889
116.3032616,39.9876533,382.03759999865383,229.51630000016365,3408695801.000004,39452.4976967593
116.3032416,39.9876283,379.8175999995266,226.74130000007153,3408695805.999997,39452.4977546296
116.3032383,39.9876016,379.4512999991895,223.77760000014035,3408695811.0,39452.4978125
116.3063883,39.98804,729.1012999981774,272.44000000015944,3408696267.000002,39452.5030902778
116.3064916,39.9881866,740.567599998883,288.71260000024535,3408696271.9999957,39452.5031481481
116.3066149,39.988255,754.2538999987158,296.3050000006362,3408696276.9999976,39452.5032060185
116.3066833,39.9882899,761.8462999991067,300.17890000016223,3408696282.000001,39452.5032638889
116.3067549,39.9883366,769.7938999989162,305.36260000000937,3408696287.0000033,39452.5033217593
116.3067983,39.9883866,774.6112999984263,310.9126000001936,3408696291.999997,39452.5033796296
116.3068249,39.9884399,777.5638999982277,316.82890000071495,3408696297.0,39452.5034375
116.3068516,39.9884883,780.5275999989476,322.20130000040115,3408696302.0000024,39452.5034953704
116.3068733,39.9885333,782.9362999994913,327.1963000004092,3408696306.999996,39452.5035532407
116.3069133,39.988565,787.3762999993232,330.71500000051657,3408696311.999999,39452.5036111111
116.3069299,39.9885833,789.2188999987724,332.74630000059346,3408696317.000002,39452.5036689815
116.3069433,39.9885783,790.7062999988028,332.1913000004173,3408696322.0000043,39452.5037268519
116.3069599,39.988705,792.548899998252,346.25500000071696,3408696326.999998,39452.5037847222
116.3069366,39.9887933,789.9625999987876,356.05630000010535,3408696332.000001,39452.5038425926
116.306985,39.9887933,795.3349999984738,356.05630000010535,3408696337.000004,39452.503900463
116.305325,39.9895866,611.0749999983511,444.1126000006719,3409915811.9999967,39466.6181944444
116.3053066,39.9895866,609.0325999981445,444.1126000006719,3409915812.9999986,39466.6182060185
116.3051799,39.9895833,594.9688999986336,443.74630000033477,3409915818.000001,39466.6182638889
116.3052366,39.9895733,601.262599998833,442.63630000077114,3409915820.9999986,39466.6182986111
116.3052716,39.9895899,605.1475999984888,444.4789000002203,3409915826.0000014,39466.6183564815
116.3059649,39.9864399,682.1038999994755,94.82890000044364,3412866780.999996,39500.7729282407
116.3059533,39.9864366,680.8162999986251,94.46260000010653,3412866781.9999986,39500.7729398148
116.3058233,39.9864533,666.3862999987771,96.31630000047409,3412866787.0000014,39500.7729976852
116.3057149,39.9864766,654.3538999985543,98.90260000072715,3412866792.000004,39500.7730555556
116.3056699,39.9865283,649.3588999985462,104.64130000075045,3412866796.9999976,39500.7731134259
116.3056116,39.986545,642.8875999994261,106.4950000003293,3412866802.0000005,39500.7731712963
116.3055099,39.98657,631.5988999992186,109.27000000042142,3412866807.000003,39500.7732291667
116.3054666,39.9865866,626.7925999990496,111.11260000065926,3412866811.9999967,39500.773287037
116.3053649,39.9866633,615.503899998842,119.62629999998597,3412866816.9999995,39500.7733449074
116.3053049,39.9866799,608.8438999983055,121.46890000022381,3412866822.000002,39500.7734027778
116.3052533,39.9866883,603.1162999992006,122.4013000000781,3412866826.9999957,39500.7734606481
116.3051883,39.9866816,595.9012999984878,121.65760000006287,3412866831.9999986,39500.7735185185
116.3050833,39.9867066,584.2462999995206,124.43260000015499,3412866837.000001,39500.7735763889
116.3051149,39.9865133,587.7538999994982,102.97630000022195,3412866842.0000033,39500.7736342593
116.3049166,39.9863799,565.7425999986003,88.16890000069577,3412866850.999998,39500.7737384259
116.3043949,39.9867783,507.833899999369,132.39130000009425,3412866872.000002,39500.7739814815
