x,y,seconds,time
218.8675999989158,116.6626000000548,3453191982.000003,39967.4997916667
218.1349999982416,116.10760000066733,3453191983.9999986,39967.4998148148
219.7999999987701,114.6313000007666,3453191986.000003,39967.499837963
224.6062999989391,113.33260000057521,3453191987.999999,39967.4998611111
227.56999999808158,114.6313000007666,3453191990.0000033,39967.4998842593
229.41259999910812,114.997600000315,3453191991.9999995,39967.4999074074
231.82129999807444,114.997600000315,3453191994.0000033,39967.4999305556
234.96259999929237,114.997600000315,3453191996.0,39967.4999537037
237.92629999843484,114.997600000315,3453191998.0000043,39967.4999768519
241.4449999993309,114.997600000315,3453192000.0,39967.5
244.5862999989714,114.80890000047594,3453192001.9999957,39967.5000231481
246.6175999982596,114.6313000007666,3453192004.0,39967.5000462963
248.47129999862716,114.2650000004295,3453192005.9999967,39967.5000694444
251.24629999950798,114.07630000059044,3453192008.0000005,39967.5000925926
254.76499999882662,113.88760000075138,3453192009.9999967,39967.5001157407
257.90629999846715,112.22260000022288,3453192012.000001,39967.5001388889
261.7912999981229,111.66760000004672,3453192013.999997,39967.500162037
265.487599999517,111.30130000049832,3453192016.0000014,39967.5001851852
268.2625999988204,110.74630000032215,3453192017.999997,39967.5002083333
271.0375999981238,111.11260000065926,3453192020.0000014,39967.5002314815
274.0012999988437,111.30130000049832,3453192021.9999976,39967.5002546296
276.7762999981471,111.11260000065926,3453192024.000002,39967.5002777778
278.8075999990127,111.30130000049832,3453192025.999998,39967.5003009259
279.55129999902795,110.55760000048309,3453192028.0000024,39967.5003240741
281.3938999984771,110.74630000032215,3453192029.999998,39967.5003472222
283.4362999986837,110.36890000064403,3453192032.0000024,39967.5003703704
286.7662999981633,111.30130000049832,3453192033.9999986,39967.5003935185
287.68759999867655,112.41130000006194,3453192036.0000024,39967.5004166667
287.1325999985004,110.19130000014599,3453192043.0000014,39967.5004976852
288.98629999886793,110.93500000016121,3453192044.999997,39967.5005208333
295.09129999922834,112.03390000038382,3453192047.000002,39967.5005439815
304.33759999922927,114.997600000315,3453192048.9999976,39967.5005671296
310.63129999942873,116.85130000068256,3453192051.0000014,39967.5005902778
315.2488999981813,117.96130000024618,3453192052.9999976,39967.5006134259
319.6888999980132,117.59500000069778,3453192055.000002,39967.5006365741
323.20759999890925,117.77260000040712,3453192056.9999986,39967.5006597222
325.0612999992768,118.51630000042235,3453192059.000003,39967.5006828704
327.4588999989021,119.24890000030786,3453192060.9999986,39967.5007060185
332.08759999857307,120.18130000016214,3453192063.000003,39967.5007291667
333.75259999910156,121.10260000067541,3453192064.999999,39967.5007523148
333.9412999989406,121.10260000067541,3453192067.000003,39967.500775463
330.7888999983817,119.99260000032308,3453192068.999999,39967.5007986111
331.898899998734,120.7363000003383,3453192071.0000033,39967.5008217593
329.31259999926965,123.51130000043042,3453192072.9999995,39967.5008449074
327.8362999985802,124.98760000033116,3453192075.000004,39967.5008680556
329.1238999994306,126.4750000003616,3453192077.0,39967.5008912037
327.4588999989021,129.61630000000213,3453192078.999995,39967.5009143518
322.0975999985569,133.31260000060752,3453192080.9999995,39967.5009375
318.21259999890117,136.2763000005387,3453192082.999996,39967.5009606481
321.17629999804365,138.49630000045465,3453192085.0000005,39967.5009837963
324.3175999992616,140.52760000053155,3453192086.9999967,39967.5010069444
330.24499999912393,146.0776000007158,3453192089.000001,39967.5010300926
334.4962999991168,150.70630000038676,3453192090.9999967,39967.5010532407
337.2712999984202,153.11500000014178,3453192093.000001,39967.5010763889
340.77889999839783,155.14630000021867,3453192094.999997,39967.501099537
345.21889999822974,156.81130000074717,3453192097.000001,39967.5011226852
350.2138999982378,158.47630000048696,3453192098.999997,39967.5011458333
353.36629999879676,159.76390000054863,3453192101.0000014,39967.5011689815
356.3188999985982,161.61760000012748,3453192102.999998,39967.5011921296
359.47129999915717,163.0939000000282,3453192105.0000024,39967.5012152778
362.2462999984606,164.21500000051026,3453192106.999998,39967.5012384259
365.7538999984382,164.7589000005567,3453192109.0000024,39967.5012615741
368.351299998821,166.0576000007481,3453192110.999998,39967.5012847222
370.0162999993495,167.35630000015078,3453192113.0000024,39967.5013078704
372.0475999986377,169.19890000038862,3453192114.9999986,39967.5013310185
372.4138999989748,172.1626000003198,3453192117.000003,39967.5013541667
372.60259999881384,174.93760000041192,3453192118.999999,39967.5013773148
373.15759999899,177.34630000016693,3453192121.0000033,39967.501400463
373.15759999899,179.2000000005345,3453192122.9999995,39967.5014236111
373.90129999900523,181.23130000061138,3453192125.0000033,39967.5014467593
375.74389999845437,181.40890000032073,3453192126.999999,39967.5014699074
377.2312999984848,179.93260000042,3453192129.0000033,39967.5014930556
380.9275999983015,175.8589000001365,3453192131.0,39967.5015162037
382.78129999866906,172.90630000033502,3453192132.999995,39967.5015393518
388.88629999902946,171.4300000004343,3453192135.0000005,39967.5015625
394.24759999937464,167.35630000015078,3453192136.999995,39967.5015856481
402.38389999902324,161.61760000012748,3453192139.0000005,39967.5016087963
388.51999999869236,173.09500000017408,3453192141.999998,39967.5016435185
