longitude,latitude,x,y,seconds,time
116.304824,39.985842,555.4639999983664,28.462000000168075,3463121431.0,40082.4239699074
116.30419,39.987069,485.0899999993743,164.65900000017797,3463121436.000002,40082.4240277778
116.303532,39.988388,412.05199999922115,311.0680000004322,3463121440.9999957,40082.4240856481
116.303455,39.988519,403.5049999987166,325.60900000000004,3463121445.999999,40082.4241435185
116.302996,39.989453,352.55599999800324,429.28300000009756,3463121451.000001,40082.4242013889
116.302906,39.98964,342.5659999979871,450.04000000053423,3463121456.0000033,40082.4242592593
116.30276,39.989922,326.3599999994682,481.3420000003745,3463121460.999997,40082.4243171296
116.302695,39.99003,319.14499999875545,493.3300000000784,3463121466.0,40082.424375
116.302687,39.989995,318.25699999942003,489.4450000004227,3463121471.0000024,40082.4244328704
116.302685,39.99001,318.0349999984031,491.1100000001625,3463121475.999996,40082.4244907407
116.302816,39.989768,332.57599999954834,464.2480000001541,3463121480.999999,40082.4245486111
116.302986,39.989536,351.4459999992283,438.49600000049804,3463121486.0000014,40082.4246064815
116.303005,39.989571,353.5549999986358,442.3810000001538,3463121490.999995,40082.4246643518
116.303188,39.989211,373.8679999994048,402.4210000000892,3463121495.9999976,40082.4247222222
116.303245,39.989072,380.1949999992047,386.99200000039724,3463121501.0000005,40082.4247800926
116.303215,39.989137,376.8649999981477,394.2070000003213,3463121506.000003,40082.424837963
116.30327,39.988996,382.9699999985081,378.5560000004011,3463121510.9999967,40082.4248958333
116.303338,39.988866,390.5179999983801,364.12600000055306,3463121516.0,40082.4249537037
116.303504,39.988564,408.9439999991811,330.6040000000081,3463121521.0000024,40082.4250115741
116.303744,39.988078,435.58399999817254,276.65800000055185,3463121525.9999957,40082.4250694444
116.303851,39.987904,447.4609999981567,257.34400000041546,3463121530.9999986,40082.4251273148
116.303858,39.987889,448.23799999934977,255.67900000067567,3463121536.0000014,40082.4251851852
116.303972,39.987671,460.8919999989496,231.48100000025096,3463121541.0000043,40082.4252430556
116.304198,39.987246,485.9779999987097,184.30600000026232,3463121545.9999976,40082.4253009259
116.304586,39.986418,529.0459999988144,92.39800000042919,3463121551.0000005,40082.4253587963
116.304629,39.986343,533.818999999383,84.07300000015283,3463121556.0000033,40082.4254166667
116.304664,39.986265,537.7039999990387,75.41500000071721,3463121560.9999967,40082.425474537
116.304724,39.986183,544.3639999979979,66.31300000003648,3463121565.999999,40082.4255324074
116.304896,39.985814,563.4559999986948,25.354000000127996,3463121571.0000024,40082.4255902778
116.304985,39.985749,573.3349999989912,18.139000000203964,3463121576.000005,40082.4256481482
116.304945,39.985849,568.8949999991593,29.239000000572446,3463121580.999998,40082.4257060185
