longitude,latitude,x,y,seconds,time
116.307004,39.99074,797.4439999994587,572.140000000644,3433561132.9999995,39740.2908912037
116.306976,39.990715,794.3359999994186,569.3650000005518,3433561134.999995,39740.2909143518
116.306945,39.990704,790.8949999986419,568.1440000004798,3433561137.0,39740.2909375
116.306913,39.990696,787.3429999981454,567.2560000003557,3433561138.9999957,39740.2909606481
116.306883,39.990692,784.0129999986658,566.8120000006879,3433561141.000001,39740.2909837963
116.306848,39.990704,780.1279999990101,568.1440000004798,3433561142.9999957,39740.2910069444
116.306823,39.990707,777.3529999981292,568.4770000004278,3433561145.0000005,39740.2910300926
116.306792,39.990706,773.9119999989299,568.366000000708,3433561146.999996,39740.2910532407
116.306761,39.990711,770.4709999981532,568.9210000000955,3433561149.000001,39740.2910763889
116.306726,39.990715,766.5859999984974,569.3650000005518,3433561150.9999967,39740.291099537
116.306702,39.990687,763.9219999989137,566.2570000005119,3433561153.0000014,39740.2911226852
116.306675,39.990667,760.9249999985934,564.0370000005959,3433561154.9999967,39740.2911458333
116.306653,39.990645,758.4829999984493,561.5950000004517,3433561157.000002,39740.2911689815
116.306639,39.990626,756.9289999992179,559.4860000002554,3433561158.999998,39740.2911921296
116.306612,39.990618,753.9319999988976,558.5980000001314,3433561161.000002,39740.2912152778
116.306588,39.990605,751.2679999993139,557.1550000006198,3433561162.9999976,39740.2912384259
116.306567,39.99059,748.9369999988895,555.4900000000913,3433561165.000002,39740.2912615741
116.30654,39.990574,745.9399999985692,553.7140000006318,3433561166.9999986,39740.2912847222
116.306509,39.990562,742.4989999993699,552.3820000000512,3433561169.000003,39740.2913078704
116.306504,39.990536,741.9439999991937,549.4960000002393,3433561170.999999,39740.2913310185
116.306481,39.990512,739.3909999993298,546.8320000006556,3433561173.000003,39740.2913541667
116.306468,39.990492,737.9479999982408,544.6120000007397,3433561174.999999,39740.2913773148
116.306462,39.990463,737.2819999983449,541.3930000001913,3433561177.0000033,39740.291400463
116.306457,39.990439,736.7269999981687,538.7290000006076,3433561178.999999,39740.2914236111
116.306446,39.990415,735.5059999980966,536.0650000002352,3433561181.0000033,39740.2914467593
116.306443,39.99039,735.1729999989374,533.290000000143,3433561182.9999995,39740.2914699074
116.306436,39.990354,734.3959999993217,529.2940000007675,3433561185.000004,39740.2914930556
116.306433,39.990332,734.062999998585,526.8520000006233,3433561187.0,39740.2915162037
116.306436,39.990316,734.3959999993217,525.0760000003752,3433561188.999995,39740.2915393518
116.306433,39.990301,734.062999998585,523.4110000006353,3433561191.0,39740.2915625
116.306428,39.990287,733.5079999984089,521.8570000006152,3433561192.9999957,39740.2915856481
116.306431,39.990261,733.8409999991455,518.9710000000148,3433561195.0000005,39740.2916087963
116.306401,39.990262,730.5109999980886,519.0820000005232,3433561196.999996,39740.2916319444
116.306403,39.990245,730.7329999991055,517.1950000005552,3433561199.000001,39740.2916550926
116.306396,39.990221,729.9559999994898,514.5310000001828,3433561200.999996,39740.2916782407
116.306378,39.990207,727.9579999982246,512.9770000001628,3433561203.000001,39740.2917013889
116.306364,39.990194,726.4039999989933,511.5340000006512,3433561204.999996,39740.291724537
116.306352,39.990181,725.0719999992015,510.0910000003509,3433561207.0000014,39740.2917476852
116.306347,39.99016,724.5169999990253,507.7600000007152,3433561208.9999967,39740.2917708333
116.306352,39.990124,725.0719999992015,503.764000000551,3433561211.0000014,39740.2917939815
116.306351,39.990099,724.9609999994817,500.9890000004589,3433561212.9999976,39740.2918171296
116.306352,39.990079,725.0719999992015,498.7690000005429,3433561215.0000024,39740.2918402778
116.306344,39.99005,724.1839999982886,495.5499999999944,3433561216.9999976,39740.2918634259
116.306347,39.990026,724.5169999990253,492.8860000004107,3433561219.0000024,39740.2918865741
116.306345,39.990003,724.2949999980084,490.3330000005468,3433561220.9999976,39740.2919097222
116.306344,39.98999,724.1839999982886,488.8900000002465,3433561223.000003,39740.2919328704
116.306354,39.98998,725.293999998641,487.7800000006829,3433561224.999998,39740.2919560185
116.306367,39.98998,726.7369999981526,487.7800000006829,3433561227.000003,39740.2919791667
116.306375,39.989966,727.6249999990654,486.22600000066285,3433561228.999999,39740.2920023148
116.306362,39.989947,726.1819999979764,484.11700000046665,3433561231.000003,39740.292025463
116.306351,39.989924,724.9609999994817,481.56400000060273,3433561232.9999995,39740.2920486111
116.306375,39.989881,727.6249999990654,476.79100000003416,3433561235.000004,39740.2920717593
116.306373,39.989856,727.4029999980485,474.01600000073074,3433561236.9999995,39740.2920949074
116.306393,39.989825,729.6229999987531,470.5750000007427,3433561239.000004,39740.2921180556
116.306375,39.98981,727.6249999990654,468.9100000002142,3433561241.0,39740.2921412037
116.306334,39.989813,723.0739999995137,469.24300000016217,3433561242.9999957,39740.2921643518
116.306309,39.989806,720.2989999986329,468.4660000005465,3433561245.0000005,39740.2921875
