x,y,seconds,time
0.9412999989280024,112.41130000006194,3433547392.000004,39740.1318518519
6.113899999434125,113.52130000041427,3433547394.0000005,39740.131875
7.223899998209049,114.997600000315,3433547395.9999957,39740.1318981481
7.412599998048108,116.10760000066733,3433547398.0,39740.1319212963
8.899999998078556,116.6626000000548,3433547399.999996,39740.1319444444
10.56499999860705,118.7050000002614,3433547402.0000005,39740.1319675926
14.072599998584678,115.93000000016929,3433547403.9999967,39740.1319907407
16.8475999994655,121.10260000067541,3433547406.000001,39740.1320138889
22.952599998248502,122.21260000023904,3433547408.9999995,39740.1320486111
27.947599998256578,119.80390000048402,3433547411.0000033,39740.1320717593
33.131299998103714,119.07130000059851,3433547412.999999,39740.1320949074
36.4612999991607,118.51630000042235,3433547415.000004,39740.1321180556
41.64499999900784,118.32760000058329,3433547416.9999995,39740.1321412037
52.178899998281736,111.11260000065926,3433547419.000004,39740.1321643519
58.106299998144095,107.41630000005387,3433547421.0,39740.1321875
60.137599999009694,106.30630000049024,3433547422.999996,39740.1322106481
66.2425999993701,102.7876000003829,3433547425.0000005,39740.1322337963
67.16389999830596,103.34260000055906,3433547426.999996,39740.1322569444
69.57259999884968,106.11760000065118,3433547429.0000005,39740.1322800926
68.2738999986583,107.97130000023003,3433547430.999996,39740.1323032407
72.3475999981531,107.60500000068163,3433547433.000001,39740.1323263889
80.49499999872012,100.93390000001534,3433547434.999997,39740.132349537
81.03889999797786,102.23260000020673,3433547437.0000014,39740.1323726852
85.11259999905008,104.45260000012269,3433547438.9999976,39740.1323958333
87.52129999801639,106.4950000003293,3433547441.0000014,39740.1324189815
90.47389999939526,106.11760000065118,3433547442.9999976,39740.1324421296
95.84629999908145,104.83000000058951,3433547445.000002,39740.1324652778
98.24389999870675,103.89760000073522,3433547446.9999976,39740.1324884259
98.62129999838487,103.70890000010746,3433547449.000002,39740.1325115741
101.7625999980254,106.4950000003293,3433547450.999998,39740.1325347222
103.98259999873005,108.33760000056714,3433547453.0000024,39740.1325578704
106.75759999803347,109.82500000059758,3433547454.9999986,39740.1325810185
114.33889999908331,110.36890000064403,3433547457.000003,39740.1326041667
120.63259999928277,109.82500000059758,3433547458.9999986,39740.1326273148
125.07259999911469,113.69890000012361,3433547461.000003,39740.132650463
133.76389999893945,106.8613000006664,3433547464.000001,39740.1326851852
139.3138999991237,105.19630000013791,3433547465.9999976,39740.1327083333
143.94259999879466,107.03890000037575,3433547468.0000014,39740.1327314815
145.60759999932316,108.33760000056714,3433547469.9999976,39740.1327546296
146.71759999809808,109.63630000075852,3433547472.000002,39740.1327777778
145.052599999147,113.88760000075138,3433547473.9999976,39740.1328009259
140.61259999931508,120.91390000004765,3433547476.0000024,39740.1328240741
139.6912999988018,127.95130000026234,3433547477.999998,39740.1328472222
142.6549999995217,134.9776000003473,3433547480.0000024,39740.1328703704
142.27759999826617,136.45390000024804,3433547481.9999986,39740.1328935185
142.46629999810523,136.08760000069964,3433547484.0000024,39740.1329166667
143.3875999986185,135.53260000052347,3433547485.999999,39740.1329398148
145.60759999932316,137.19760000026326,3433547488.0000033,39740.132962963
145.24129999898605,137.57500000073009,3433547489.999999,39740.1329861111
145.4188999994841,137.9413000002785,3433547492.0000033,39740.1330092593
145.98499999900127,138.86260000000306,3433547493.9999995,39740.1330324074
147.63889999861135,141.27130000054677,3433547496.0000033,39740.1330555556
148.93759999880274,144.22390000034824,3433547497.9999995,39740.1330787037
147.4612999981133,148.67500000030986,3433547499.9999957,39740.1331018518
145.98499999900127,151.62760000011133,3433547502.0,39740.133125
145.60759999932316,155.14630000021867,3433547503.999996,39740.1331481481
145.052599999147,158.6539000001963,3433547506.0000005,39740.1331712963
141.3562999993303,162.91630000031887,3433547507.999996,39740.1331944444
140.43499999881703,164.94760000039577,3433547510.0000005,39740.1332175926
140.24629999897797,166.24630000058715,3433547511.999997,39740.1332407407
140.97889999807478,169.57630000006674,3433547514.000001,39740.1332638889
